layer,feature,test_accuracy,test_auc,test_n_samples,val_accuracy,val_auc,train_accuracy,cv_mean,cv_std,accuracy_ci_lower,accuracy_ci_upper,p_value,is_significant,best_C,n_train,n_val,n_test
14,bathrooms_p1_more,0.8859649122807017,0.927181388089548,1026,0.8735408560311284,0.9142496392496392,0.9827298050139276,0.8735408560311284,0.07549554568391531,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,10.0,3590,514,1026
15,bathrooms_p1_more,0.9015594541910331,0.9417646198117349,1026,0.8988326848249028,0.9359848484848484,1.0,0.8949416342412452,0.08080113165848261,0.8818052350286385,0.9183179227082716,1.3609148749747333e-167,True,100.0,3590,514,1026
16,bathrooms_p1_more,0.8908382066276803,0.9237628196317168,1026,0.877431906614786,0.9168470418470419,1.0,0.877431906614786,0.0764525155843666,0.8702788753661681,0.9084817708777664,2.6355461088497936e-157,True,100.0,3590,514,1026
17,bathrooms_p1_more,0.8908382066276803,0.9287443522677391,1026,0.8929961089494164,0.9196428571428571,1.0,0.8793774319066148,0.0752947333405397,0.8702788753661681,0.9084817708777664,2.6355461088497936e-157,True,100.0,3590,514,1026
18,bathrooms_p1_more,0.8840155945419104,0.918885484607574,1026,0.8871595330739299,0.9177308802308802,0.9997214484679666,0.8910505836575876,0.07924019400314362,0.8629742015546599,0.9021921191937446,4.90944161611846e-151,True,100.0,3590,514,1026
19,bathrooms_p1_more,0.8830409356725146,0.9159413478293642,1026,0.8832684824902723,0.9053300865800866,0.9997214484679666,0.8813229571984436,0.07646145414212102,0.8619324625978378,0.9012918116512051,3.7160408803998874e-150,True,100.0,3590,514,1026
20,bathrooms_p1_more,0.8518518518518519,0.9134938124354308,1026,0.867704280155642,0.9020382395382395,0.9866295264623955,0.8638132295719845,0.07134550696202052,0.8288030646801677,0.8722757215893094,4.858290618398125e-124,True,10.0,3590,514,1026
21,bathrooms_p1_more,0.868421052631579,0.9159812532977436,1026,0.877431906614786,0.8996482683982684,0.9997214484679666,0.8754863813229572,0.07335960503285116,0.8463557957323464,0.8877377810262752,1.912405282869144e-137,True,100.0,3590,514,1026
22,bathrooms_p1_more,0.8654970760233918,0.9171074742942276,1026,0.8910505836575876,0.910894660894661,1.0,0.8754863813229572,0.07453052087449362,0.8432509013031873,0.8850165359573499,5.267429925524377e-135,True,100.0,3590,514,1026
23,bathrooms_p1_more,0.8762183235867447,0.9248003618095798,1026,0.8910505836575876,0.9165584415584416,0.9924791086350975,0.8929961089494164,0.08148334882434537,0.8546521333390228,0.8949778154144902,4.0808579044751527e-144,True,10.0,3590,514,1026
24,bathrooms_p1_more,0.8752436647173489,0.9154536143269499,1026,0.8793774319066148,0.9155753968253969,1.0,0.8871595330739299,0.08106420233203634,0.8536137262676659,0.8940741759864858,2.8703972395519054e-143,True,100.0,3590,514,1026
25,bathrooms_p1_more,0.8840155945419104,0.9216212261620249,1026,0.8813229571984436,0.9197871572871572,0.992757660167131,0.8735408560311284,0.07553383455048475,0.8629742015546599,0.9021921191937446,4.90944161611846e-151,True,10.0,3590,514,1026
26,bathrooms_p1_more,0.8859649122807017,0.9291234542173429,1026,0.896887159533074,0.9279761904761905,0.9944289693593314,0.8949416342412452,0.08111541790944939,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,10.0,3590,514,1026
27,bathrooms_p1_more,0.8752436647173489,0.9272833687309618,1026,0.8910505836575876,0.9316919191919192,0.992757660167131,0.8871595330739299,0.07812844591359794,0.8536137262676659,0.8940741759864858,2.8703972395519054e-143,True,10.0,3590,514,1026
0,bedrooms_p1_more,0.6988304093567251,0.6890086815358554,1026,0.7003891050583657,0.6829282144479782,0.8596100278551532,0.7334630350194552,0.0035520269617714925,0.6700598170240644,0.7261176688456679,2.837247197727092e-38,True,100.0,3590,514,1026
1,bedrooms_p1_more,0.7192982456140351,0.7110963085827218,1026,0.7295719844357976,0.6941731031349387,0.8097493036211699,0.7334630350194552,0.009177024447525847,0.691024512760326,0.7459359495959964,2.0231595746096435e-46,True,10.0,3590,514,1026
2,bedrooms_p1_more,0.7651072124756335,0.7689335121400339,1026,0.77431906614786,0.7952824473724065,0.9044568245125348,0.7645914396887159,0.01591490426953051,0.7382078459701005,0.7900288018562092,4.65670016951997e-68,True,100.0,3590,514,1026
3,bedrooms_p1_more,0.7553606237816765,0.778523785996612,1026,0.77431906614786,0.784567620778434,0.8913649025069638,0.7607003891050583,0.013195194519698965,0.7281363477395248,0.7806798350931705,4.836352336960098e-63,True,100.0,3590,514,1026
4,bedrooms_p1_more,0.7407407407407407,0.7523733060417842,1026,0.7373540856031129,0.7638951991519007,0.8651810584958217,0.7315175097276264,0.0029718389720854886,0.7130629342892776,0.7666225510529963,6.070289891242984e-56,True,10.0,3590,514,1026
5,bedrooms_p1_more,0.7290448343079922,0.7451960403726708,1026,0.754863813229572,0.7547705588368921,0.8685236768802228,0.7509727626459144,0.010197266662462002,0.7010320906383471,0.7553488367115895,1.2754386708873982e-50,True,10.0,3590,514,1026
6,bedrooms_p1_more,0.7592592592592593,0.774302124505929,1026,0.7976653696498055,0.8227699530516431,0.9314763231197771,0.7840466926070039,0.023120030440954474,0.7321627262710926,0.7844216425590484,5.0777779283156094e-65,True,100.0,3590,514,1026
7,bedrooms_p1_more,0.7816764132553606,0.8098796583850931,1026,0.8054474708171206,0.8320649704679691,0.9426183844011142,0.7684824902723736,0.019226935253402872,0.755373300063053,0.8058781382524011,3.960840199479179e-77,True,100.0,3590,514,1026
8,bedrooms_p1_more,0.7709551656920078,0.8019414349237718,1026,0.8093385214007782,0.8305315765561109,0.9052924791086351,0.8132295719844358,0.03627156988795076,0.7442597798031887,0.7956291470192896,3.5157258086582046e-71,True,10.0,3590,514,1026
9,bedrooms_p1_more,0.7904483430799221,0.8171054488989272,1026,0.8229571984435797,0.8596281993033469,0.9518105849582172,0.811284046692607,0.036892378698997454,0.764484529553302,0.814245327256405,3.228972993562601e-82,True,100.0,3590,514,1026
10,bedrooms_p1_more,0.8109161793372319,0.8532696922642575,1026,0.8249027237354085,0.8772906254732699,0.9584958217270195,0.8151750972762646,0.035377903234723375,0.7858128888762526,0.8336999444200444,6.629664272581878e-95,True,100.0,3590,514,1026
11,bedrooms_p1_more,0.8401559454191033,0.8893368859401468,1026,0.8638132295719845,0.920907163410571,0.9866295264623955,0.8618677042801557,0.05811301379304761,0.8164695789059093,0.8613046493712306,3.6408633547951784e-115,True,100.0,3590,514,1026
12,bedrooms_p1_more,0.8762183235867447,0.9262069452286844,1026,0.9163424124513618,0.9536101014690292,0.9991643454038998,0.9027237354085603,0.06930246437038934,0.8546521333390228,0.8949778154144902,4.0808579044751527e-144,True,100.0,3590,514,1026
13,bedrooms_p1_more,0.9015594541910331,0.9501429277244495,1026,0.9046692607003891,0.956724216265334,1.0,0.9046692607003891,0.07030561221034541,0.8818052350286385,0.9183179227082716,1.3609148749747333e-167,True,100.0,3590,514,1026
14,bedrooms_p1_more,0.8927875243664717,0.9432700451722191,1026,0.9046692607003891,0.9501741632591246,0.9793871866295265,0.9046692607003891,0.07439779615115259,0.8723700971938609,0.9102746420487963,3.898412608684172e-159,True,10.0,3590,514,1026
15,bedrooms_p1_more,0.9103313840155945,0.9606198828345568,1026,0.9221789883268483,0.9640315008329547,1.0,0.9182879377431906,0.07419401271571238,0.8912842916997886,0.9263172845313744,1.95837641911807e-176,True,100.0,3590,514,1026
16,bedrooms_p1_more,0.9035087719298246,0.9508046301524562,1026,0.9163424124513618,0.9550109798576405,1.0,0.9182879377431906,0.07444371178210922,0.8839077119545858,0.9200995387810472,1.5969828348818035e-169,True,100.0,3590,514,1026
17,bedrooms_p1_more,0.8957115009746589,0.9474762669395822,1026,0.9085603112840467,0.9548879297289111,0.9855153203342618,0.9085603112840467,0.07008768177500149,0.8755105718997576,0.9129603068409842,6.498428497142905e-162,True,10.0,3590,514,1026
18,bedrooms_p1_more,0.8859649122807017,0.9419907538114061,1026,0.9182879377431906,0.9522376192639709,0.9860724233983287,0.9182879377431906,0.07230287355992615,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,10.0,3590,514,1026
19,bedrooms_p1_more,0.8937621832358674,0.9448581309994353,1026,0.9046692607003891,0.9517264879600181,0.9863509749303622,0.9027237354085603,0.06795118250194736,0.8734164306882362,0.9111703550537826,4.669933979305648e-160,True,10.0,3590,514,1026
20,bedrooms_p1_more,0.8859649122807017,0.9409849661208356,1026,0.9046692607003891,0.9489058003937604,1.0,0.9066147859922179,0.0692759095208723,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,100.0,3590,514,1026
21,bedrooms_p1_more,0.8762183235867447,0.9371294466403162,1026,0.8988326848249028,0.9505149174617599,0.9885793871866295,0.9027237354085603,0.06925693553746448,0.8546521333390228,0.8949778154144902,4.0808579044751527e-144,True,10.0,3590,514,1026
22,bedrooms_p1_more,0.8830409356725146,0.9378087944664031,1026,0.8891050583657587,0.9410400575495986,1.0,0.9007782101167315,0.0643266754387415,0.8619324625978378,0.9012918116512051,3.7160408803998874e-150,True,100.0,3590,514,1026
23,bedrooms_p1_more,0.8898635477582846,0.9421186829474872,1026,0.914396887159533,0.9477320914735725,1.0,0.9066147859922179,0.06811808581705615,0.869233975790149,0.9075846239544239,2.1347412028179976e-156,True,100.0,3590,514,1026
24,bedrooms_p1_more,0.8869395711500975,0.9511443040654998,1026,0.9124513618677043,0.9563834620626989,0.9947075208913649,0.9124513618677043,0.0724423395389886,0.8661020574865428,0.904890402759946,1.0693065423761106e-153,True,10.0,3590,514,1026
25,bedrooms_p1_more,0.8879142300194932,0.9463403444381705,1026,0.9046692607003891,0.9490383159170074,1.0,0.9046692607003891,0.0670728289649671,0.8671455721157898,0.9057889346300604,1.3596540322514393e-154,True,100.0,3590,514,1026
26,bedrooms_p1_more,0.8976608187134503,0.953716120835686,1026,0.9182879377431906,0.9532788126609116,0.9966573816155989,0.914396887159533,0.07139853990797015,0.8776067190529298,0.9147482526865347,8.674900127065816e-164,True,10.0,3590,514,1026
27,bedrooms_p1_more,0.8957115009746589,0.9509413819875777,1026,0.9105058365758755,0.9476185067393609,1.0,0.9105058365758755,0.06942372861775688,0.8755105718997576,0.9129603068409842,6.498428497142905e-162,True,100.0,3590,514,1026
0,sqft_p1_larger,0.6267056530214425,0.6960455458196422,1026,0.6984435797665369,0.7517166990763248,0.7161559888579387,0.6984435797665369,0.06150667432091249,0.596688566592309,0.6557774783246775,2.1616902209813315e-16,True,1.0,3590,514,1026
1,sqft_p1_larger,0.6296296296296297,0.7219141718388706,1026,0.7159533073929961,0.7771177685950412,0.7857938718662952,0.7101167315175098,0.05942351082240373,0.5996488128686425,0.658643371546428,4.4122027341802045e-17,True,10.0,3590,514,1026
2,sqft_p1_larger,0.6413255360623782,0.7188450772788122,1026,0.6809338521400778,0.754299343704424,0.7381615598885793,0.6789883268482491,0.04693068716311447,0.6115014003118336,0.6700953420955741,5.275371939382921e-20,True,1.0,3590,514,1026
3,sqft_p1_larger,0.6851851851851852,0.7599888189120116,1026,0.7334630350194552,0.7997538891589694,0.8356545961002786,0.7159533073929961,0.05616715755909891,0.6561202449573067,0.7128685899213656,2.465753502287852e-33,True,10.0,3590,514,1026
4,sqft_p1_larger,0.6686159844054581,0.7437496196908848,1026,0.7140077821011673,0.7802929022848808,0.7604456824512534,0.7120622568093385,0.0587258312353625,0.6392315189293242,0.6967425254602037,7.525495843807876e-28,True,1.0,3590,514,1026
5,sqft_p1_larger,0.6832358674463938,0.7527572410855544,1026,0.7120622568093385,0.776813928050559,0.8930362116991644,0.7062256809338522,0.05227637681923893,0.6541312071861755,0.7109735346937739,1.1644478722515724e-32,True,100.0,3590,514,1026
6,sqft_p1_larger,0.682261208576998,0.7573133442862359,1026,0.7178988326848249,0.7909273213417598,0.8370473537604457,0.72568093385214,0.06012970728153519,0.6531369035781898,0.710025791802398,2.513564376431454e-32,True,10.0,3590,514,1026
7,sqft_p1_larger,0.6861598440545809,0.758762322015334,1026,0.7295719844357976,0.802777102576568,0.8476323119777158,0.7295719844357976,0.06737312855347163,0.6571149798341032,0.7138159015439303,1.127048237620368e-33,True,10.0,3590,514,1026
8,sqft_p1_larger,0.7037037037037037,0.7647141596689788,1026,0.7315175097276264,0.8101300437530384,0.8715877437325905,0.7198443579766537,0.0694184277380218,0.6750452807689468,0.7308424375975927,3.93104492010657e-40,True,10.0,3590,514,1026
9,sqft_p1_larger,0.6988304093567251,0.7754236643543873,1026,0.7159533073929961,0.8127658604764219,0.8768802228412256,0.7159533073929961,0.06172168554606087,0.6700598170240644,0.7261176688456679,2.837247197727092e-38,True,10.0,3590,514,1026
10,sqft_p1_larger,0.7368421052631579,0.815283862723622,1026,0.7392996108949417,0.8399216091395235,0.9233983286908078,0.7354085603112841,0.06913613912747649,0.7090499620667576,0.7628673372780703,3.90860157202945e-54,True,100.0,3590,514,1026
11,sqft_p1_larger,0.767056530214425,0.8400229706705611,1026,0.7568093385214008,0.8441601847350511,0.9136490250696379,0.745136186770428,0.08005402517862589,0.7402243914101564,0.7918963494148762,4.333597096428963e-69,True,10.0,3590,514,1026
12,sqft_p1_larger,0.8235867446393762,0.9001118108798831,1026,0.8365758754863813,0.9098201263976665,0.9526462395543176,0.8287937743190662,0.10302358094064065,0.7990684375820801,0.8456910002059154,2.3174931333445797e-103,True,10.0,3590,514,1026
13,sqft_p1_larger,0.8352826510721247,0.9110152732140684,1026,0.8599221789883269,0.932122022362664,0.9966573816155989,0.857976653696498,0.10799953407729213,0.8113432721467707,0.856720723633562,1.3301853778727081e-111,True,100.0,3590,514,1026
14,sqft_p1_larger,0.8615984405458089,0.9163415023731288,1026,0.8657587548638133,0.9333373845405931,0.9916434540389972,0.8715953307392996,0.1181211421014524,0.8391160885639677,0.8813831626991238,8.401326422604545e-132,True,100.0,3590,514,1026
15,sqft_p1_larger,0.8693957115009746,0.9266497809419496,1026,0.8599221789883269,0.937234139523578,0.9958217270194986,0.8560311284046692,0.10327585837902042,0.8473914992740126,0.8886441239839702,2.8899555549754714e-138,True,100.0,3590,514,1026
16,sqft_p1_larger,0.8576998050682261,0.9189789460873798,1026,0.8657587548638133,0.9325929752066116,0.9930362116991643,0.857976653696498,0.1023293081685932,0.8349868575153956,0.87774420775025,1.1762859578504583e-128,True,100.0,3590,514,1026
17,sqft_p1_larger,0.8450292397660819,0.9178037909212609,1026,0.8463035019455253,0.9304736874088478,0.9947075208913649,0.8560311284046692,0.10342082986915264,0.8216031928651519,0.8658812679087953,8.317059134193802e-119,True,100.0,3590,514,1026
18,sqft_p1_larger,0.8518518518518519,0.9150921869295364,1026,0.8618677042801557,0.9268731769567331,0.9972144846796658,0.8424124513618677,0.10204275519022066,0.8288030646801677,0.8722757215893094,4.858290618398125e-124,True,100.0,3590,514,1026
19,sqft_p1_larger,0.8284600389863548,0.9130841548010222,1026,0.8443579766536965,0.9212901069518716,0.9701949860724234,0.8463035019455253,0.09839178799908307,0.8041782291691809,0.8502914411156218,9.623429427931282e-107,True,10.0,3590,514,1026
20,sqft_p1_larger,0.8372319688109162,0.9061073840817818,1026,0.8482490272373541,0.9243209163830822,0.9938718662952646,0.8463035019455253,0.09195165796996851,0.8133929349945918,0.8585551537844639,5.1065728131531913e-113,True,100.0,3590,514,1026
21,sqft_p1_larger,0.8206627680311891,0.8924561883899234,1026,0.8482490272373541,0.9240550559066601,0.9690807799442896,0.8540856031128404,0.09401135741906279,0.7960056951078267,0.8429276031820847,2.2860726361141043e-101,True,10.0,3590,514,1026
22,sqft_p1_larger,0.8235867446393762,0.8927604356821224,1026,0.830739299610895,0.9035837992221682,0.998050139275766,0.8346303501945526,0.0827051677627865,0.7990684375820801,0.8456910002059154,2.3174931333445797e-103,True,100.0,3590,514,1026
23,sqft_p1_larger,0.8352826510721247,0.9007925641961787,1026,0.8501945525291829,0.9184340058337384,0.9788300835654596,0.8463035019455253,0.08666994311545127,0.8113432721467707,0.856720723633562,1.3301853778727081e-111,True,10.0,3590,514,1026
24,sqft_p1_larger,0.8294346978557505,0.9013611263234758,1026,0.8540856031128404,0.9264250121536218,0.9799442896935933,0.8599221789883269,0.08908910381880361,0.8052009861712477,0.8512107306129166,1.9867382874522486e-107,True,10.0,3590,514,1026
25,sqft_p1_larger,0.8313840155945419,0.8996858646708044,1026,0.867704280155642,0.915258872143899,0.9986072423398329,0.8521400778210116,0.09327312140615224,0.8072473132385091,0.853048496544378,8.294766688451798e-109,True,100.0,3590,514,1026
26,sqft_p1_larger,0.8333333333333334,0.8981646282098089,1026,0.8521400778210116,0.9214876033057852,0.9788300835654596,0.8482490272373541,0.08279664878070392,0.8092947368043656,0.8548851659772444,3.3684652291274407e-110,True,10.0,3590,514,1026
27,sqft_p1_larger,0.8128654970760234,0.8907828282828283,1026,0.8501945525291829,0.9067361448711717,0.977158774373259,0.8482490272373541,0.08408193785496869,0.7878494846591633,0.8355474416358566,3.5594029579236065e-96,True,10.0,3590,514,1026
0,lot_p1_larger,0.6364522417153996,0.7177079530242181,1026,0.6984435797665369,0.776145478852698,0.7818941504178273,0.7023346303501945,0.05912462422849017,0.6065605535818865,0.6653259563287139,9.365424619700772e-19,True,10.0,3590,514,1026
1,lot_p1_larger,0.6491228070175439,0.724865370573202,1026,0.7159533073929961,0.7824805542051531,0.8194986072423398,0.7140077821011673,0.062344566337507464,0.6194135755915304,0.6777195388107689,4.252663071166811e-22,True,100.0,3590,514,1026
2,lot_p1_larger,0.6647173489278753,0.7328822867226482,1026,0.6828793774319066,0.7639614730189597,0.8136490250696379,0.6867704280155642,0.047994005478802566,0.6352635745023862,0.6929422838896959,1.2214353141630267e-26,True,10.0,3590,514,1026
3,lot_p1_larger,0.6920077972709552,0.7623752586101983,1026,0.7159533073929961,0.7954469494409334,0.8813370473537604,0.72568093385214,0.05903920454859165,0.6630864359901851,0.7194967243840171,9.34923822836645e-36,True,100.0,3590,514,1026
4,lot_p1_larger,0.702729044834308,0.774161038091761,1026,0.7315175097276264,0.8041291929995138,0.850974930362117,0.7276264591439688,0.06002207410476188,0.6740478865037363,0.7298977853634416,9.336999020883215e-40,True,10.0,3590,514,1026
5,lot_p1_larger,0.6842105263157895,0.7516049044663502,1026,0.7042801556420234,0.7765404715605251,0.8891364902506964,0.6945525291828794,0.0497241486814723,0.6551256541941666,0.7119211341851441,5.370413382107109e-33,True,100.0,3590,514,1026
6,lot_p1_larger,0.6851851851851852,0.7580283254229038,1026,0.7042801556420234,0.7910336655323287,0.8643454038997215,0.7237354085603113,0.062163008941340164,0.6561202449573067,0.7128685899213656,2.465753502287852e-33,True,100.0,3590,514,1026
7,lot_p1_larger,0.6900584795321637,0.759811975173421,1026,0.7354085603112841,0.801987117160914,0.8802228412256268,0.7198443579766537,0.06376605687382253,0.661095367767566,0.7176036996079134,4.7027782812438403e-35,True,100.0,3590,514,1026
8,lot_p1_larger,0.7085769980506823,0.7647712060362664,1026,0.7354085603112841,0.8134115216334468,0.8938718662952646,0.7159533073929961,0.0669410242796726,0.6800345349762359,0.7355634158871108,4.8490185690921343e-42,True,100.0,3590,514,1026
9,lot_p1_larger,0.7037037037037037,0.7744158451989777,1026,0.7120622568093385,0.8122873116188625,0.8763231197771588,0.7159533073929961,0.06153743620496345,0.6750452807689468,0.7308424375975927,3.93104492010657e-40,True,10.0,3590,514,1026
10,lot_p1_larger,0.7222222222222222,0.8051714433491541,1026,0.7412451361867705,0.8341942148760331,0.8866295264623956,0.7276264591439688,0.06749552248910333,0.6940250924512512,0.7487615094031554,1.1695789368722285e-47,True,10.0,3590,514,1026
11,lot_p1_larger,0.7729044834307992,0.8498691736643543,1026,0.7645914396887159,0.8523031113271755,0.9654596100278552,0.7529182879377432,0.08367580915381816,0.7462786363302337,0.7974943834909672,3.0640690045457527e-72,True,100.0,3590,514,1026
12,lot_p1_larger,0.8362573099415205,0.9079119508336375,1026,0.8482490272373541,0.9150461837627613,0.9860724233983287,0.8385214007782101,0.10182614964944552,0.8123679616313365,0.8576380806483578,2.615537717598068e-112,True,100.0,3590,514,1026
13,lot_p1_larger,0.8304093567251462,0.9104334002677377,1026,0.857976653696498,0.9314687651920274,0.9947075208913649,0.8638132295719845,0.11039177495151714,0.8062240135802992,0.8521297497032263,4.073521056375678e-108,True,100.0,3590,514,1026
14,lot_p1_larger,0.8606237816764133,0.9157862510648654,1026,0.8696498054474708,0.9334285367039378,0.9933147632311977,0.8560311284046692,0.1132144168213237,0.8380832651588351,0.880473939604895,5.201659653151781e-131,True,100.0,3590,514,1026
15,lot_p1_larger,0.8693957115009746,0.927066219423147,1026,0.8696498054474708,0.9368467428293632,0.9913649025069637,0.8657587548638133,0.1057864158494322,0.8473914992740126,0.8886441239839702,2.8899555549754714e-138,True,100.0,3590,514,1026
16,lot_p1_larger,0.8625730994152047,0.9188591487160764,1026,0.8657587548638133,0.9320156781720952,0.992757660167131,0.8463035019455253,0.10095143500385792,0.8401492607581602,0.8822920370042926,1.3459150814560438e-132,True,100.0,3590,514,1026
17,lot_p1_larger,0.8528265107212476,0.9194999695752707,1026,0.8540856031128404,0.9321979824987846,0.9916434540389972,0.8540856031128404,0.10384238081062563,0.8298328798879309,0.8731879528809077,8.425919532461104e-125,True,100.0,3590,514,1026
18,lot_p1_larger,0.8440545808966862,0.9129738651576003,1026,0.857976653696498,0.9260148274185707,0.9910863509749304,0.8443579766536965,0.10225273263652968,0.8205758723981929,0.8649665418763928,4.514326611120736e-118,True,100.0,3590,514,1026
19,lot_p1_larger,0.8508771929824561,0.9166647651210904,1026,0.8463035019455253,0.9232878585318425,0.9938718662952646,0.8482490272373541,0.09784528774341011,0.8277735700403508,0.8713631697297648,2.7797641163125036e-123,True,100.0,3590,514,1026
20,lot_p1_larger,0.8362573099415205,0.9050729432883047,1026,0.8424124513618677,0.9234321827904716,0.9955431754874652,0.8463035019455253,0.08993540074119609,0.8123679616313365,0.8576380806483578,2.615537717598068e-112,True,100.0,3590,514,1026
21,lot_p1_larger,0.8206627680311891,0.8931293355239138,1026,0.8560311284046692,0.9283695916383082,0.9877437325905293,0.8463035019455253,0.0927032537418981,0.7960056951078267,0.8429276031820847,2.2860726361141043e-101,True,100.0,3590,514,1026
22,lot_p1_larger,0.8196881091617934,0.8931255324327615,1026,0.8268482490272373,0.904495320855615,0.9966573816155989,0.8326848249027238,0.08319379982003983,0.7949852930061634,0.8420059587843864,1.0423945127675201e-100,True,100.0,3590,514,1026
23,lot_p1_larger,0.834307992202729,0.9008001703784836,1026,0.8501945525291829,0.9183124696159455,0.9785515320334262,0.8463035019455253,0.08796318246715824,0.8103188645312259,0.8558030847497454,6.717345886335989e-111,True,10.0,3590,514,1026
24,lot_p1_larger,0.8313840155945419,0.9019144760861627,1026,0.8540856031128404,0.9270326932425863,0.9805013927576601,0.8618677042801557,0.08916755096516096,0.8072473132385091,0.853048496544378,8.294766688451798e-109,True,10.0,3590,514,1026
25,lot_p1_larger,0.8411306042884991,0.9036677011074602,1026,0.8599221789883269,0.9135573650947982,0.9799442896935933,0.8560311284046692,0.09480652077081447,0.8174957084886506,0.8622205662878509,6.907195622731984e-116,True,10.0,3590,514,1026
26,lot_p1_larger,0.8323586744639376,0.8987598119751734,1026,0.8521400778210116,0.921882596013612,0.9802228412256268,0.8501945525291829,0.08365570232847026,0.8082708870145986,0.8539669692676498,1.6773725099022678e-109,True,10.0,3590,514,1026
27,lot_p1_larger,0.8138401559454191,0.89015912133382,1026,0.8501945525291829,0.9064019202722412,0.9749303621169917,0.8501945525291829,0.08329231832945433,0.7888681458779921,0.8364708269163893,8.168946494124367e-97,True,10.0,3590,514,1026
0,year_p1_newer,0.6881091617933723,0.7305675101853446,1026,0.7120622568093385,0.7515333242469675,0.8295264623955432,0.6848249027237354,0.06408185449060018,0.6591048833797103,0.7157100909970463,2.3230966351340015e-34,True,100.0,3590,514,1026
1,year_p1_newer,0.6998050682261209,0.7718635833285514,1026,0.688715953307393,0.7608014174730816,0.8203342618384402,0.6964980544747081,0.06430460614532471,0.6710566090988952,0.7270629232701984,1.2168389244058083e-38,True,10.0,3590,514,1026
