layer,feature,test_accuracy,test_auc,test_n_samples,val_accuracy,val_auc,train_accuracy,cv_mean,cv_std,accuracy_ci_lower,accuracy_ci_upper,p_value,is_significant,best_C,n_train,n_val,n_test
31,bathrooms_p1_more,0.8508771929824561,0.8978641706535185,1026,0.8871595330739299,0.9120310245310246,0.9955431754874652,0.8793774319066148,0.07780006743668282,0.8277735700403508,0.8713631697297648,2.7797641163125036e-123,True,100.0,3590,514,1026
32,bathrooms_p1_more,0.8596491228070176,0.89055038508777,1026,0.8696498054474708,0.9025883838383839,0.9966573816155989,0.8754863813229572,0.07349921160001509,0.837050787500645,0.8795643707637235,3.1946300976885207e-130,True,100.0,3590,514,1026
33,bathrooms_p1_more,0.8508771929824561,0.8817113238417437,1026,0.8638132295719845,0.8954635642135642,0.996100278551532,0.8599221789883269,0.069139180618795,0.8277735700403508,0.8713631697297648,2.7797641163125036e-123,True,100.0,3590,514,1026
34,bathrooms_p1_more,0.8576998050682261,0.8927762234351514,1026,0.8871595330739299,0.9054653679653678,0.9958217270194986,0.8852140077821011,0.07988047181331828,0.8349868575153956,0.87774420775025,1.1762859578504583e-128,True,100.0,3590,514,1026
35,bathrooms_p1_more,0.8401559454191033,0.8940642832756183,1026,0.867704280155642,0.9051226551226551,0.9615598885793872,0.8696498054474708,0.07237772466046023,0.8164695789059093,0.8613046493712306,3.6408633547951784e-115,True,10.0,3590,514,1026
0,bedrooms_p1_more,0.6861598440545809,0.5009219720496895,1026,0.72568093385214,0.5316333484779645,0.6966573816155989,0.72568093385214,0.0045970969126970735,0.6571149798341032,0.7138159015439303,1.127048237620368e-33,True,0.01,3590,514,1026
1,bedrooms_p1_more,0.6861598440545809,0.509572628458498,1026,0.72568093385214,0.5290019688020596,0.6966573816155989,0.72568093385214,0.007862746856668027,0.6571149798341032,0.7138159015439303,1.127048237620368e-33,True,0.01,3590,514,1026
2,bedrooms_p1_more,0.6861598440545809,0.5348320158102766,1026,0.7276264591439688,0.5536498561260033,0.7008356545961003,0.7276264591439688,0.003795298284928529,0.6571149798341032,0.7138159015439303,1.127048237620368e-33,True,0.1,3590,514,1026
3,bedrooms_p1_more,0.6939571150097466,0.6643801171654433,1026,0.7412451361867705,0.7295168862638195,0.8532033426183844,0.745136186770428,0.007514027384083333,0.6650780910971191,0.7213891622758059,1.8251730051299403e-36,True,100.0,3590,514,1026
4,bedrooms_p1_more,0.6832358674463938,0.6548692476002258,1026,0.7334630350194552,0.6699795547478419,0.8027855153203343,0.7295719844357976,0.003059008149175282,0.6541312071861755,0.7109735346937739,1.1644478722515724e-32,True,10.0,3590,514,1026
5,bedrooms_p1_more,0.6978557504873294,0.6621920878035008,1026,0.72568093385214,0.6917310313493866,0.8178272980501393,0.7295719844357976,0.0029182879377431803,0.66906317445415,0.7251722649162207,6.585094720215478e-38,True,10.0,3590,514,1026
6,bedrooms_p1_more,0.6968810916179338,0.6381414102202146,1026,0.7315175097276264,0.6743147054369226,0.8128133704735376,0.7334630350194552,0.009032677222557762,0.6680666809799417,0.7242267118910678,1.521357969160349e-37,True,10.0,3590,514,1026
7,bedrooms_p1_more,0.6793372319688109,0.6226266939582157,1026,0.7237354085603113,0.663448432530668,0.8083565459610028,0.7295719844357976,0.004114324753712541,0.6501548496526293,0.7071817062298742,2.46138044146646e-31,True,10.0,3590,514,1026
8,bedrooms_p1_more,0.6988304093567251,0.6390589709203839,1026,0.7295719844357976,0.6779020899591094,0.8236768802228412,0.7276264591439688,0.004852992719551139,0.6700598170240644,0.7261176688456679,2.837247197727092e-38,True,10.0,3590,514,1026
9,bedrooms_p1_more,0.6900584795321637,0.6044872247317901,1026,0.7315175097276264,0.6020748144782675,0.7395543175487466,0.7295719844357976,0.004949525785497307,0.661095367767566,0.7176036996079134,4.7027782812438403e-35,True,1.0,3590,514,1026
10,bedrooms_p1_more,0.7066276803118908,0.6865559712027103,1026,0.7490272373540856,0.7191238830834469,0.8451253481894151,0.7373540856031129,0.005357558898138243,0.6780383749633185,0.7336754829013052,2.852876806154018e-41,True,10.0,3590,514,1026
11,bedrooms_p1_more,0.6978557504873294,0.7003193817052512,1026,0.7529182879377432,0.7677570801150992,0.9002785515320334,0.7373540856031129,0.004949525785497341,0.66906317445415,0.7251722649162207,6.585094720215478e-38,True,100.0,3590,514,1026
12,bedrooms_p1_more,0.7378167641325536,0.7631414102202146,1026,0.7607003891050583,0.7974594881114645,0.9253481894150418,0.7509727626459144,0.009754610218217476,0.7100529501577734,0.7638063956864162,1.3902450672021444e-54,True,100.0,3590,514,1026
13,bedrooms_p1_more,0.7446393762183235,0.7720060170807452,1026,0.77431906614786,0.8078146297137664,0.9356545961002786,0.7762645914396887,0.01870865335506053,0.7170786493038283,0.7703750220358913,8.69530894100396e-58,True,100.0,3590,514,1026
14,bedrooms_p1_more,0.7621832358674464,0.8071622670807453,1026,0.7782101167315175,0.792348175071937,0.9077994428969359,0.7879377431906615,0.02523356220278045,0.7351844452314693,0.787226063096756,1.5752283644131638e-66,True,10.0,3590,514,1026
15,bedrooms_p1_more,0.7777777777777778,0.8311114836250706,1026,0.7937743190661478,0.847626079054975,0.9635097493036212,0.7937743190661478,0.026519554773790324,0.7513292242070129,0.8021540281109953,6.234965065871861e-75,True,100.0,3590,514,1026
16,bedrooms_p1_more,0.8235867446393762,0.8769762845849803,1026,0.8404669260700389,0.8869453278812661,0.9832869080779945,0.830739299610895,0.040177439480166215,0.7990684375820801,0.8456910002059154,2.3174931333445797e-103,True,100.0,3590,514,1026
17,bedrooms_p1_more,0.8352826510721247,0.8979037267080746,1026,0.857976653696498,0.9110252915341511,0.9855153203342618,0.8521400778210116,0.05096158166233202,0.8113432721467707,0.856720723633562,1.3301853778727081e-111,True,100.0,3590,514,1026
18,bedrooms_p1_more,0.8732943469785575,0.9304021386222474,1026,0.896887159533074,0.9516886263819475,0.9685236768802229,0.9007782101167315,0.06727708475519012,0.8515381010897354,0.8922657081656933,1.3828225679177606e-141,True,10.0,3590,514,1026
19,bedrooms_p1_more,0.9210526315789473,0.9647753740824393,1026,0.9299610894941635,0.9755414205664091,0.9997214484679666,0.9319066147859922,0.07701430121746881,0.9029380687848502,0.9360260189392887,8.18409637113524e-188,True,100.0,3590,514,1026
20,bedrooms_p1_more,0.9142300194931774,0.964060735460192,1026,0.9221789883268483,0.970449038315917,0.9835654596100278,0.9221789883268483,0.07192891140981732,0.8955127755734591,0.9298569866551498,1.6985722703154605e-180,True,10.0,3590,514,1026
21,bedrooms_p1_more,0.9103313840155945,0.9574613565782044,1026,0.9319066147859922,0.969388914129941,0.9855153203342618,0.9357976653696498,0.07733649971773113,0.8912842916997886,0.9263172845313744,1.95837641911807e-176,True,10.0,3590,514,1026
22,bedrooms_p1_more,0.9249512670565302,0.958899456521739,1026,0.9455252918287937,0.9675053006209299,0.9991643454038998,0.9377431906614786,0.0809025638746371,0.9071968446837884,0.9395354290377962,4.0344997274876115e-192,True,100.0,3590,514,1026
23,bedrooms_p1_more,0.9220272904483431,0.9620712168266516,1026,0.943579766536965,0.9793654399515372,0.9994428969359331,0.9455252918287937,0.08595367044734895,0.9040016408299082,0.936904493393592,6.998764505987553e-189,True,100.0,3590,514,1026
24,bedrooms_p1_more,0.9035087719298246,0.9532816029079616,1026,0.943579766536965,0.976080948053915,0.9988857938718663,0.933852140077821,0.08157813329969593,0.8839077119545858,0.9200995387810472,1.5969828348818035e-169,True,100.0,3590,514,1026
25,bedrooms_p1_more,0.9083820662768031,0.9524875599943534,1026,0.9319066147859922,0.9671172194457065,0.9832869080779945,0.9280155642023347,0.08216629967285786,0.8891737620454511,0.924543721186989,1.9572552414743867e-174,True,10.0,3590,514,1026
26,bedrooms_p1_more,0.9064327485380117,0.9452507411067194,1026,0.9299610894941635,0.9526162350446766,0.9977715877437325,0.9241245136186771,0.08065852120474402,0.8870656134694518,0.9227677767642656,1.8670658189722178e-172,True,100.0,3590,514,1026
27,bedrooms_p1_more,0.9064327485380117,0.9400872564935064,1026,0.9319066147859922,0.945280554293503,0.9988857938718663,0.9202334630350194,0.07692961155038607,0.8870656134694518,0.9227677767642656,1.8670658189722178e-172,True,100.0,3590,514,1026
28,bedrooms_p1_more,0.9005847953216374,0.9410114342179559,1026,0.9182879377431906,0.9462176283507497,0.9986072423398329,0.914396887159533,0.07731678411252295,0.880754811738227,0.9174262994993218,1.2358229342083158e-166,True,100.0,3590,514,1026
29,bedrooms_p1_more,0.8937621832358674,0.9300668760587238,1026,0.9163424124513618,0.9456497046796911,0.9827298050139276,0.9182879377431906,0.07828171026743465,0.8734164306882362,0.9111703550537826,4.669933979305648e-160,True,10.0,3590,514,1026
30,bedrooms_p1_more,0.8918128654970761,0.9306579968944099,1026,0.9202334630350194,0.951253218234136,0.9835654596100278,0.9202334630350194,0.07912865910593847,0.8713242473143163,0.9093784454289795,3.2215349519046153e-158,True,10.0,3590,514,1026
31,bedrooms_p1_more,0.8859649122807017,0.9339400409373237,1026,0.9105058365758755,0.9478078146297138,0.9807799442896936,0.914396887159533,0.07524654247132631,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,10.0,3590,514,1026
32,bedrooms_p1_more,0.8976608187134503,0.939758610954263,1026,0.9182879377431906,0.9527298197788885,0.9991643454038998,0.914396887159533,0.07430163473217137,0.8776067190529298,0.9147482526865347,8.674900127065816e-164,True,100.0,3590,514,1026
33,bedrooms_p1_more,0.905458089668616,0.9419378176171656,1026,0.9085603112840467,0.9416742389822808,0.9994428969359331,0.9046692607003891,0.07263873425134036,0.8860124113730427,0.9218789323613131,1.7924395193727093e-171,True,100.0,3590,514,1026
34,bedrooms_p1_more,0.8918128654970761,0.9383932982778092,1026,0.9046692607003891,0.9492749507799485,0.9991643454038998,0.9085603112840467,0.0739420485260488,0.8713242473143163,0.9093784454289795,3.2215349519046153e-158,True,100.0,3590,514,1026
35,bedrooms_p1_more,0.9035087719298246,0.9442096626199887,1026,0.9163424124513618,0.9620626987732848,0.9983286908077994,0.9260700389105059,0.0796214132268083,0.8839077119545858,0.9200995387810472,1.5969828348818035e-169,True,100.0,3590,514,1026
0,sqft_p1_larger,0.5935672514619883,0.6387671899720092,1026,0.6284046692607004,0.6839754496840059,0.7206128133704736,0.6245136186770428,0.030938678189044274,0.563218207354866,0.6232182565838315,1.1165164520506088e-09,True,10.0,3590,514,1026
1,sqft_p1_larger,0.6052631578947368,0.666864427406596,1026,0.6050583657587548,0.6770630772970346,0.743175487465181,0.6128404669260701,0.027252790388392605,0.5750148687382938,0.634726153192741,8.106550733846462e-12,True,10.0,3590,514,1026
2,sqft_p1_larger,0.6130604288499025,0.6687887915297552,1026,0.6400778210116731,0.6892926592124453,0.7557103064066852,0.6459143968871596,0.04489837953031729,0.582889190636241,0.642388203289685,2.2081471982492723e-13,True,10.0,3590,514,1026
3,sqft_p1_larger,0.6296296296296297,0.6847655774613606,1026,0.6303501945525292,0.6970557851239669,0.7699164345403899,0.6245136186770428,0.03188426505199701,0.5996488128686425,0.658643371546428,4.4122027341802045e-17,True,10.0,3590,514,1026
4,sqft_p1_larger,0.6423001949317739,0.6983768406961178,1026,0.6498054474708171,0.7130529897909577,0.7732590529247911,0.6517509727626459,0.04124661467791952,0.6124899614926962,0.6710488274140731,2.9305484740992976e-20,True,10.0,3590,514,1026
5,sqft_p1_larger,0.6140350877192983,0.6824609042229524,1026,0.6342412451361867,0.6948833252309189,0.7671309192200557,0.6284046692607004,0.03186942250403531,0.5838740417526237,0.6433453986726639,1.382148848821328e-13,True,10.0,3590,514,1026
6,sqft_p1_larger,0.5877192982456141,0.641908543263965,1026,0.6206225680933852,0.6721104764219739,0.7052924791086351,0.6206225680933852,0.02786511761172998,0.5573264765685897,0.6174577083739394,1.0584291128851819e-08,True,1.0,3590,514,1026
7,sqft_p1_larger,0.645224171539961,0.6943417609833272,1026,0.6614785992217899,0.7127187651920271,0.8434540389972145,0.6439688715953308,0.03598637500627816,0.6154564329216443,0.6739084954832091,4.8988459099661726e-21,True,100.0,3590,514,1026
8,sqft_p1_larger,0.6286549707602339,0.6878917183887063,1026,0.6439688715953308,0.6982863393291201,0.777715877437326,0.6439688715953308,0.03699483400952803,0.5986619361135886,0.6576882018021205,7.524710955782037e-17,True,10.0,3590,514,1026
9,sqft_p1_larger,0.6374269005847953,0.7032695174637945,1026,0.6614785992217899,0.7044846864365581,0.8479108635097493,0.6400778210116731,0.04083543836947125,0.6075484624701463,0.6662800939398158,5.312481293462874e-19,True,100.0,3590,514,1026
10,sqft_p1_larger,0.6354775828460039,0.7044427710843374,1026,0.6556420233463035,0.7014007049100632,0.7947075208913649,0.6517509727626459,0.04614446232741952,0.6055727744711125,0.6643716889401267,1.644182032032415e-18,True,10.0,3590,514,1026
11,sqft_p1_larger,0.6549707602339181,0.7169378270658391,1026,0.6731517509727627,0.7283969372873116,0.8314763231197771,0.6517509727626459,0.04352742981724989,0.625353280918043,0.6834321124804247,9.577820070083128e-24,True,100.0,3590,514,1026
12,sqft_p1_larger,0.6335282651072125,0.6898617196056955,1026,0.669260700389105,0.7318455274671852,0.8061281337047354,0.6556420233463035,0.042851884493406905,0.6035976046971558,0.6624627657153606,5.004737256656933e-18,True,10.0,3590,514,1026
13,sqft_p1_larger,0.6423001949317739,0.7019897772909821,1026,0.6926070038910506,0.7449562469615946,0.8183844011142062,0.6906614785992218,0.06385420952782096,0.6124899614926962,0.6710488274140731,2.9305484740992976e-20,True,10.0,3590,514,1026
14,sqft_p1_larger,0.7358674463937622,0.7963882043324814,1026,0.7120622568093385,0.7876686315021876,0.9005571030640669,0.6964980544747081,0.061366341714749105,0.7080471429410866,0.7619281099043802,1.0933979865937675e-53,True,100.0,3590,514,1026
15,sqft_p1_larger,0.7660818713450293,0.8320212668857248,1026,0.7626459143968871,0.8261272484200293,0.9345403899721448,0.7334630350194552,0.0793442842972969,0.7392160236539546,0.7909626706717164,1.4244259714056053e-68,True,100.0,3590,514,1026
16,sqft_p1_larger,0.7894736842105263,0.865210843373494,1026,0.8210116731517509,0.9002035731648032,0.9306406685236769,0.8229571984435797,0.10010426634058411,0.7634713298785668,0.8133164804317786,1.2149252597180285e-81,True,10.0,3590,514,1026
17,sqft_p1_larger,0.827485380116959,0.9032474595351102,1026,0.8463035019455253,0.9002111691784151,0.9841225626740947,0.8385214007782101,0.10342235480403958,0.8031557407579585,0.8493718830274829,4.629680496130968e-106,True,100.0,3590,514,1026
18,sqft_p1_larger,0.854775828460039,0.9139588657660946,1026,0.8638132295719845,0.9264098201263977,0.9559888579387187,0.8638132295719845,0.10490463284090193,0.8318934825119688,0.8750114432555927,2.4762045320548345e-126,True,10.0,3590,514,1026
19,sqft_p1_larger,0.8879142300194932,0.9427292503346718,1026,0.8929961089494164,0.9434096985901799,0.9807799442896936,0.8910505836575876,0.10904009258537524,0.8671455721157898,0.9057889346300604,1.3596540322514393e-154,True,10.0,3590,514,1026
20,sqft_p1_larger,0.8732943469785575,0.9226337166849216,1026,0.9085603112840467,0.9518640617403986,0.9949860724233983,0.8910505836575876,0.10620154718571963,0.8515381010897354,0.8922657081656933,1.3828225679177606e-141,True,100.0,3590,514,1026
21,sqft_p1_larger,0.8606237816764133,0.9220860715589632,1026,0.8988326848249028,0.9430526859504131,0.9949860724233983,0.896887159533074,0.10837709056583521,0.8380832651588351,0.880473939604895,5.201659653151781e-131,True,100.0,3590,514,1026
22,sqft_p1_larger,0.8703703703703703,0.9196806164050139,1026,0.8852140077821011,0.9287797763733593,0.9949860724233983,0.8891050583657587,0.10259610384540553,0.8484275779747029,0.8895500917826414,4.3300137117293606e-139,True,100.0,3590,514,1026
23,sqft_p1_larger,0.8791423001949318,0.9280493184860656,1026,0.8891050583657587,0.9286278561011181,0.9796657381615599,0.8910505836575876,0.11346720191354999,0.8577697807241504,0.8976863075274468,1.111101066585644e-146,True,10.0,3590,514,1026
24,sqft_p1_larger,0.8752436647173489,0.9177676615553122,1026,0.8929961089494164,0.9389128585318425,0.9949860724233983,0.8852140077821011,0.11455309897600728,0.8536137262676659,0.8940741759864858,2.8703972395519054e-143,True,100.0,3590,514,1026
25,sqft_p1_larger,0.8810916179337231,0.9257294328830474,1026,0.8929961089494164,0.9342337141468157,0.9941504178272981,0.8832684824902723,0.11708046992530717,0.8598502759229998,0.8994899053273202,2.0699675779929477e-148,True,100.0,3590,514,1026
26,sqft_p1_larger,0.868421052631579,0.9165259522940244,1026,0.8638132295719845,0.8975145843461351,0.9924791086350975,0.8696498054474708,0.11194662529377276,0.8463557957323464,0.8877377810262752,1.912405282869144e-137,True,100.0,3590,514,1026
27,sqft_p1_larger,0.8654970760233918,0.9149818972861141,1026,0.8793774319066148,0.9205456976178902,0.9938718662952646,0.8871595330739299,0.12131441827294434,0.8432509013031873,0.8850165359573499,5.267429925524377e-135,True,100.0,3590,514,1026
28,sqft_p1_larger,0.8606237816764133,0.9073928288913229,1026,0.8832684824902723,0.9236144871171609,0.9955431754874652,0.867704280155642,0.11226690553511301,0.8380832651588351,0.880473939604895,5.201659653151781e-131,True,100.0,3590,514,1026
29,sqft_p1_larger,0.847953216374269,0.8879514269198003,1026,0.8852140077821011,0.9344388065143412,0.9947075208913649,0.8793774319066148,0.11557468280372875,0.8246869840017927,0.8686236162702388,4.974045370011218e-121,True,100.0,3590,514,1026
30,sqft_p1_larger,0.8440545808966862,0.8891094681757331,1026,0.877431906614786,0.9347502430724356,0.9704735376044569,0.8793774319066148,0.11860127070137999,0.8205758723981929,0.8649665418763928,4.514326611120736e-118,True,10.0,3590,514,1026
31,sqft_p1_larger,0.8489278752436648,0.8829769836923451,1026,0.8813229571984436,0.9182213174526009,0.9941504178272981,0.867704280155642,0.11336847410330561,0.8257155322129677,0.8695371145584252,8.894129095852825e-122,True,100.0,3590,514,1026
32,sqft_p1_larger,0.8518518518518519,0.8919941128148959,1026,0.867704280155642,0.911225388915897,0.9941504178272981,0.8638132295719845,0.1153201352762761,0.8288030646801677,0.8722757215893094,4.858290618398125e-124,True,100.0,3590,514,1026
33,sqft_p1_larger,0.8440545808966862,0.8922318060119266,1026,0.8501945525291829,0.893716577540107,0.9938718662952646,0.8482490272373541,0.11186582452978114,0.8205758723981929,0.8649665418763928,4.514326611120736e-118,True,100.0,3590,514,1026
34,sqft_p1_larger,0.834307992202729,0.8876224595351101,1026,0.8482490272373541,0.9157829970831308,0.9651810584958217,0.8482490272373541,0.1111643521686116,0.8103188645312259,0.8558030847497454,6.717345886335989e-111,True,10.0,3590,514,1026
35,sqft_p1_larger,0.8421052631578947,0.9002753437994401,1026,0.8618677042801557,0.9073742100145844,0.9913649025069637,0.8482490272373541,0.1123684725854766,0.8185221324600404,0.8631361888158223,1.3008968744859837e-116,True,100.0,3590,514,1026
0,lot_p1_larger,0.5916179337231969,0.6452894912985274,1026,0.6478599221789884,0.6944731404958677,0.743175487465181,0.6206225680933852,0.031644287675112466,0.5612538108145364,0.6212985601254384,2.40045438076331e-09,True,100.0,3590,514,1026
1,lot_p1_larger,0.6179337231968811,0.6691729037361567,1026,0.6128404669260701,0.6738195794846864,0.7844011142061281,0.6011673151750972,0.022371191064410295,0.5878147000974541,0.6471729263252792,2.0374033534521047e-14,True,100.0,3590,514,1026
2,lot_p1_larger,0.6247563352826511,0.6730976938055252,1026,0.6264591439688716,0.7034820126397667,0.7774373259052925,0.6478599221789884,0.04670273884886307,0.5947157077033007,0.6538662442149625,6.108838259918359e-16,True,100.0,3590,514,1026
3,lot_p1_larger,0.6364522417153996,0.6839555190458805,1026,0.6342412451361867,0.6977090422946037,0.7701949860724234,0.632295719844358,0.03547880510140058,0.6065605535818865,0.6653259563287139,9.365424619700772e-19,True,10.0,3590,514,1026
4,lot_p1_larger,0.652046783625731,0.7097670986978217,1026,0.6536964980544747,0.7176865580943121,0.8100278551532033,0.6459143968871596,0.03877109699835024,0.6223828268638717,0.6805764270365117,6.505458176185241e-23,True,100.0,3590,514,1026
