zpid_1,zpid_2,pred_choice,model_text,price.y_1,price.y_2,true_choice,correct
59132028,59134432,2,CHOICE: 2,650000.0,467000.0,1.0,False
59132868,59135792,2,CHOICE: 2,705000.0,848250.0,2.0,True
59134432,59134745,2,CHOICE: 2,467000.0,611000.0,2.0,True
59134667,59134838,1,CHOICE: 1,1680000.0,2250000.0,2.0,False
59132284,59135616,2,CHOICE: 2,1000000.0,809000.0,1.0,False
59132504,59135694,2,CHOICE: 2,1250000.0,910000.0,1.0,False
59132841,59133755,2,CHOICE: 2,1607500.0,2150000.0,2.0,True
59134628,59134807,2,CHOICE: 2,1240000.0,1660000.0,2.0,True
59135233,59135595,2,CHOICE: 2,825000.0,1135000.0,2.0,True
59131627,59135060,2,CHOICE: 2,1130000.0,1910000.0,2.0,True
59135060,59135598,2,CHOICE: 2,1910000.0,1450000.0,1.0,False
59132401,59132443,1,CHOICE: 1,1100000.0,892000.0,1.0,True
59132401,59135592,2,CHOICE: 2,1100000.0,1349000.0,2.0,True
59132443,59135218,2,CHOICE: 2,892000.0,1128500.0,2.0,True
59132443,87793317,2,CHOICE: 2,892000.0,1251000.0,2.0,True
59132443,2095211854,2,CHOICE: 2,892000.0,1125000.0,2.0,True
59135190,59210340,1,CHOICE: 1,1161000.0,920000.0,1.0,True
59135815,87793868,2,CHOICE: 2,849000.0,1213000.0,2.0,True
59133476,59136153,2,CHOICE: 2,500000.0,665000.0,2.0,True
59133476,59136238,2,CHOICE: 2,500000.0,718000.0,2.0,True
59135083,59136414,2,CHOICE: 2,1550000.0,1232000.0,1.0,False
59134121,59136299,2,CHOICE: 2,580000.0,700000.0,2.0,True
59135538,60112486,1,CHOICE: 1,1050000.0,817000.0,1.0,True
59135538,71333006,2,CHOICE: 2,1050000.0,840000.0,1.0,False
59134044,59136430,2,CHOICE: 2,1127375.0,900000.0,1.0,False
59134987,59135132,2,CHOICE: 2,1120000.0,1360000.0,2.0,True
59135132,59136419,1,CHOICE: 1,1360000.0,960000.0,1.0,True
59131441,59133872,2,CHOICE: 2,1400000.0,1850000.0,2.0,True
59134973,59135209,2,CHOICE: 2,1175000.0,1555000.0,2.0,True
59135119,59135209,2,CHOICE: 2,1956000.0,1555000.0,1.0,False
59141747,59146428,2,CHOICE: 2,499000.0,741000.0,2.0,True
59141747,59146729,2,CHOICE: 2,499000.0,675000.0,2.0,True
59145824,59147457,2,CHOICE: 2,750000.0,955000.0,2.0,True
59146428,59146974,2,CHOICE: 2,741000.0,600000.0,1.0,False
59142144,59147468,2,CHOICE: 2,843000.0,560000.0,1.0,False
59144414,59147106,1,CHOICE: 1,615000.0,500000.0,1.0,True
59143212,59145532,2,CHOICE: 2,475000.0,730000.0,2.0,True
59145226,59146305,2,CHOICE: 2,550000.0,679000.0,2.0,True
59146590,59147227,1,CHOICE: 1,533000.0,425000.0,1.0,True
59146996,59147367,2,CHOICE: 2,849000.0,690000.0,1.0,False
59140948,59147011,2,CHOICE: 2,405000.0,495000.0,2.0,True
59141509,59146728,2,CHOICE: 2,670000.0,550000.0,1.0,False
59143082,59144709,1,CHOICE: 1,886000.0,528000.0,1.0,True
59141599,247150796,1,CHOICE: 1,490000.0,625000.0,2.0,False
59143073,59146589,2,CHOICE: 2,875000.0,715000.0,1.0,False
59143073,59147326,2,CHOICE: 2,875000.0,714000.0,1.0,False
59143073,59147571,2,CHOICE: 2,875000.0,635000.0,1.0,False
59143089,123851010,2,CHOICE: 2,1050000.0,850000.0,1.0,False
59144385,59144413,2,CHOICE: 2,1050000.0,875000.0,1.0,False
59144385,59144961,1,CHOICE: 1,1050000.0,801000.0,1.0,True
59144385,59147108,1,CHOICE: 1,1050000.0,866000.0,1.0,True
59143148,59143485,2,CHOICE: 2,875000.0,695000.0,1.0,False
59143682,59146588,1,CHOICE: 1,570000.0,700000.0,2.0,False
59144309,59146277,2,CHOICE: 2,400000.0,608000.0,2.0,True
59141408,59143903,2,CHOICE: 2,700000.0,905000.0,2.0,True
59141408,59144406,2,CHOICE: 2,700000.0,870000.0,2.0,True
59141408,59145941,2,CHOICE: 2,700000.0,1025000.0,2.0,True
59141510,59143903,2,CHOICE: 2,600000.0,905000.0,2.0,True
59141510,59145941,2,CHOICE: 2,600000.0,1025000.0,2.0,True
59141510,59146675,2,CHOICE: 2,600000.0,769900.0,2.0,True
59145941,59146675,2,CHOICE: 2,1025000.0,769900.0,1.0,False
59143548,59144586,2,CHOICE: 2,775000.0,630000.0,1.0,False
59141524,59143664,1,CHOICE: 1,865000.0,640000.0,1.0,True
59141524,59162452,1,CHOICE: 1,865000.0,550000.0,1.0,True
59143187,59146446,1,CHOICE: 1,725000.0,599000.0,1.0,True
59143187,59146670,1,CHOICE: 1,725000.0,604000.0,1.0,True
59153597,59160174,2,CHOICE: 2,600000.0,475000.0,1.0,False
59155573,59160174,2,CHOICE: 2,599900.0,475000.0,1.0,False
59155573,59160410,2,CHOICE: 2,599900.0,499000.0,1.0,False
59142924,59155335,2,CHOICE: 2,697000.0,580000.0,1.0,False
59154136,59154432,1,CHOICE: 1,740000.0,600000.0,1.0,True
59154136,59155799,2,CHOICE: 2,740000.0,612500.0,1.0,False
59155335,59156837,2,CHOICE: 2,580000.0,750000.0,2.0,True
59157130,59158365,2,CHOICE: 2,618000.0,743100.0,2.0,True
59157757,59160087,2,CHOICE: 2,540000.0,395000.0,1.0,False
59160087,59161143,2,CHOICE: 2,395000.0,505000.0,2.0,True
59154384,59155205,2,CHOICE: 2,999000.0,605000.0,1.0,False
59141636,59157055,1,CHOICE: 1,479000.0,575000.0,2.0,False
59155827,59158265,2,CHOICE: 2,849000.0,675000.0,1.0,False
59155554,59155880,2,CHOICE: 2,675000.0,810000.0,2.0,True
59154404,59157758,2,CHOICE: 2,798000.0,649900.0,1.0,False
59156691,59160911,2,CHOICE: 2,1025000.0,1300000.0,2.0,True
59157346,59160811,2,CHOICE: 2,950000.0,750000.0,1.0,False
59157346,59160911,2,CHOICE: 2,950000.0,1300000.0,2.0,True
59159599,59160209,2,CHOICE: 2,525000.0,645000.0,2.0,True
59158551,59160090,1,CHOICE: 1,725000.0,589000.0,1.0,True
59159316,59159834,2,CHOICE: 2,529000.0,640000.0,2.0,True
59159616,59159834,2,CHOICE: 2,519500.0,640000.0,2.0,True
59159834,59160552,2,CHOICE: 2,640000.0,505000.0,1.0,False
59159834,59160645,1,CHOICE: 1,640000.0,528000.0,1.0,True
59157568,59160864,2,CHOICE: 2,560000.0,825000.0,2.0,True
59159614,102987395,1,CHOICE: 1,650000.0,535000.0,1.0,True
59155373,59158896,2,CHOICE: 2,610000.0,754000.0,2.0,True
59158896,59159434,2,CHOICE: 2,754000.0,625000.0,1.0,False
59141617,59142384,2,CHOICE: 2,890000.0,720000.0,1.0,False
59141617,59142692,2,CHOICE: 2,890000.0,660000.0,1.0,False
59141911,59142384,2,CHOICE: 2,580000.0,720000.0,2.0,True
59141911,59158536,2,CHOICE: 2,580000.0,800000.0,2.0,True
59141911,59162531,2,CHOICE: 2,580000.0,752500.0,2.0,True
59142692,59158536,2,CHOICE: 2,660000.0,800000.0,2.0,True
59153432,59160133,2,CHOICE: 2,540000.0,650000.0,2.0,True
59153432,59160674,2,CHOICE: 2,540000.0,662500.0,2.0,True
59153432,59161583,2,CHOICE: 2,540000.0,693000.0,2.0,True
59154084,59160439,1,CHOICE: 1,500000.0,600000.0,2.0,False
59154084,59160674,2,CHOICE: 2,500000.0,662500.0,2.0,True
59157209,59157630,2,CHOICE: 2,790000.0,952000.0,2.0,True
59157696,59160406,1,CHOICE: 1,615000.0,475000.0,1.0,True
59157859,59160769,2,CHOICE: 2,472500.0,604500.0,2.0,True
59158536,59160131,1,CHOICE: 1,800000.0,639000.0,1.0,True
59158536,59160133,1,CHOICE: 1,800000.0,650000.0,1.0,True
59156293,59156552,2,CHOICE: 2,790000.0,1025000.0,2.0,True
59159788,59161199,1,CHOICE: 1,1150000.0,740000.0,1.0,True
59142936,59158279,2,CHOICE: 2,610000.0,837500.0,2.0,True
59154144,190070569,2,CHOICE: 2,725000.0,880000.0,2.0,True
59157688,190070569,2,CHOICE: 2,715000.0,880000.0,2.0,True
59158830,59161475,2,CHOICE: 2,658000.0,542500.0,1.0,False
59158046,59160666,2,CHOICE: 2,535000.0,435000.0,1.0,False
59142927,59156018,2,CHOICE: 2,975000.0,1215000.0,2.0,True
59156994,59160531,2,CHOICE: 2,480780.0,616000.0,2.0,True
59156994,59160722,2,CHOICE: 2,480780.0,655000.0,2.0,True
59157131,59160404,2,CHOICE: 2,565000.0,700000.0,2.0,True
59155260,59155491,2,CHOICE: 2,600000.0,760000.0,2.0,True
59155260,59157578,2,CHOICE: 2,600000.0,725000.0,2.0,True
59155260,59157602,2,CHOICE: 2,600000.0,805000.0,2.0,True
59159412,59161329,2,CHOICE: 2,551500.0,340000.0,1.0,False
59155851,59162530,2,CHOICE: 2,1175000.0,799900.0,1.0,False
59155967,190071482,2,CHOICE: 2,825000.0,1525000.0,2.0,True
59161127,59161168,2,CHOICE: 2,645000.0,800000.0,2.0,True
59153702,59154047,2,CHOICE: 2,800000.0,960000.0,2.0,True
59153702,59156006,2,CHOICE: 2,800000.0,1029000.0,2.0,True
59153853,59156006,2,CHOICE: 2,851000.0,1029000.0,2.0,True
59159235,59159480,2,CHOICE: 2,500000.0,700000.0,2.0,True
59159235,59159496,2,CHOICE: 2,500000.0,637000.0,2.0,True
59141607,59142474,2,CHOICE: 2,1100000.0,900000.0,1.0,False
59141607,59154219,1,CHOICE: 1,1100000.0,890000.0,1.0,True
59141607,59156241,1,CHOICE: 1,1100000.0,900000.0,1.0,True
59141607,59156307,2,CHOICE: 2,1100000.0,890000.0,1.0,False
59141607,59157549,2,CHOICE: 2,1100000.0,820000.0,1.0,False
59141607,59158636,2,CHOICE: 2,1100000.0,875000.0,1.0,False
59141629,59160622,2,CHOICE: 2,825000.0,600000.0,1.0,False
59142474,59157878,2,CHOICE: 2,900000.0,1150000.0,2.0,True
59142746,59157878,2,CHOICE: 2,925000.0,1150000.0,2.0,True
59142746,59160570,2,CHOICE: 2,925000.0,1125000.0,2.0,True
59153714,59157408,2,CHOICE: 2,925000.0,1175000.0,2.0,True
59154219,59158799,1,CHOICE: 1,890000.0,715000.0,1.0,True
59154219,59160622,2,CHOICE: 2,890000.0,600000.0,1.0,False
59156241,59157878,2,CHOICE: 2,900000.0,1150000.0,2.0,True
59156307,59157878,2,CHOICE: 2,890000.0,1150000.0,2.0,True
59157549,59160570,2,CHOICE: 2,820000.0,1125000.0,2.0,True
59157878,59158157,2,CHOICE: 2,1150000.0,930000.0,1.0,False
59158157,59158303,2,CHOICE: 2,930000.0,770000.0,1.0,False
59158636,59160570,2,CHOICE: 2,875000.0,1125000.0,2.0,True
59158799,59161441,1,CHOICE: 1,715000.0,570000.0,1.0,True
59141929,59160533,2,CHOICE: 2,715000.0,590000.0,1.0,False
59155582,59157400,2,CHOICE: 2,750000.0,1080000.0,2.0,True
59155582,59157547,2,CHOICE: 2,750000.0,900000.0,2.0,True
59156757,59157400,1,CHOICE: 1,817500.0,1080000.0,2.0,False
59156757,59162165,1,CHOICE: 1,817500.0,1150000.0,2.0,False
59157128,59157400,1,CHOICE: 1,880000.0,1080000.0,2.0,False
59157128,59161565,2,CHOICE: 2,880000.0,715000.0,1.0,False
59157400,59158908,2,CHOICE: 2,1080000.0,682000.0,1.0,False
59157547,59158908,2,CHOICE: 2,900000.0,682000.0,1.0,False
59157547,59161565,2,CHOICE: 2,900000.0,715000.0,1.0,False
59157547,59162165,2,CHOICE: 2,900000.0,1150000.0,2.0,True
59158397,59162165,2,CHOICE: 2,950000.0,1150000.0,2.0,True
59124864,59154549,1,CHOICE: 1,975000.0,625000.0,1.0,True
59124864,59155228,1,CHOICE: 1,975000.0,790000.0,1.0,True
59124864,59157063,2,CHOICE: 2,975000.0,605000.0,1.0,False
59124864,59158446,2,CHOICE: 2,975000.0,605000.0,1.0,False
59124864,59161144,2,CHOICE: 2,975000.0,715000.0,1.0,False
59142422,59158446,2,CHOICE: 2,875000.0,605000.0,1.0,False
59142422,59161144,2,CHOICE: 2,875000.0,715000.0,1.0,False
59154549,59155228,1,CHOICE: 1,625000.0,790000.0,2.0,False
59154549,59156944,1,CHOICE: 1,625000.0,855000.0,2.0,False
59155228,59157063,2,CHOICE: 2,790000.0,605000.0,1.0,False
59155228,59158446,2,CHOICE: 2,790000.0,605000.0,1.0,False
59156376,59158535,2,CHOICE: 2,1660000.0,1260000.0,1.0,False
59156944,59157063,2,CHOICE: 2,855000.0,605000.0,1.0,False
59156944,59158446,2,CHOICE: 2,855000.0,605000.0,1.0,False
59156262,59159199,1,CHOICE: 1,765000.0,550000.0,1.0,True
59156262,59159505,1,CHOICE: 1,765000.0,620000.0,1.0,True
59157868,59159199,1,CHOICE: 1,760000.0,550000.0,1.0,True
59158909,117686106,1,CHOICE: 1,685000.0,550000.0,1.0,True
59159199,59160578,2,CHOICE: 2,550000.0,725000.0,2.0,True
59159199,59160591,2,CHOICE: 2,550000.0,780000.0,2.0,True
59159505,59160591,2,CHOICE: 2,620000.0,780000.0,2.0,True
59159752,59160578,2,CHOICE: 2,590000.0,725000.0,2.0,True
59160578,117686106,1,CHOICE: 1,725000.0,550000.0,1.0,True
59160591,117686106,1,CHOICE: 1,780000.0,550000.0,1.0,True
59155221,59157359,2,CHOICE: 2,916000.0,1125000.0,2.0,True
59155221,59157654,2,CHOICE: 2,916000.0,760000.0,1.0,False
59155327,59157359,2,CHOICE: 2,881500.0,1125000.0,2.0,True
59141693,59159116,2,CHOICE: 2,650000.0,538500.0,1.0,False
59156645,59157557,2,CHOICE: 2,1200000.0,875000.0,1.0,False
59156645,59157594,2,CHOICE: 2,1200000.0,965000.0,1.0,False
59157594,59158447,2,CHOICE: 2,965000.0,760000.0,1.0,False
59141647,59142442,2,CHOICE: 2,850000.0,1100000.0,2.0,True
59141647,59154224,2,CHOICE: 2,850000.0,1165000.0,2.0,True
59141647,59154463,2,CHOICE: 2,850000.0,1100000.0,2.0,True
59141647,59156397,2,CHOICE: 2,850000.0,1025000.0,2.0,True
59142442,59158740,2,CHOICE: 2,1100000.0,852000.0,1.0,False
59154224,59158419,2,CHOICE: 2,1165000.0,950000.0,1.0,False
59154463,59158740,1,CHOICE: 1,1100000.0,852000.0,1.0,True
59156397,59158740,2,CHOICE: 2,1025000.0,852000.0,1.0,False
59157641,59158854,2,CHOICE: 2,770000.0,1050000.0,2.0,True
59158169,59160085,2,CHOICE: 2,850000.0,695000.0,1.0,False
59158169,59160114,2,CHOICE: 2,850000.0,675000.0,1.0,False
59158419,59160613,2,CHOICE: 2,950000.0,730000.0,1.0,False
59141663,59157480,2,CHOICE: 2,1010700.0,1220000.0,2.0,True
59154055,59160848,2,CHOICE: 2,800000.0,625000.0,1.0,False
59154435,59160848,2,CHOICE: 2,885000.0,625000.0,1.0,False
59154435,59211327,2,CHOICE: 2,885000.0,680000.0,1.0,False
59155369,59161171,2,CHOICE: 2,950000.0,700000.0,1.0,False
59156243,59160848,2,CHOICE: 2,810000.0,625000.0,1.0,False
59156284,59156715,1,CHOICE: 1,570000.0,845000.0,2.0,False
59156284,59161171,2,CHOICE: 2,570000.0,700000.0,2.0,True
59156678,59161171,2,CHOICE: 2,905000.0,700000.0,1.0,False
59156715,59156749,2,CHOICE: 2,845000.0,1025000.0,2.0,True
59156715,59158866,2,CHOICE: 2,845000.0,1095000.0,2.0,True
59156715,59161171,2,CHOICE: 2,845000.0,700000.0,1.0,False
59156749,59161147,2,CHOICE: 2,1025000.0,830000.0,1.0,False
59157186,59159238,2,CHOICE: 2,740000.0,1010000.0,2.0,True
59157186,59161044,2,CHOICE: 2,740000.0,615000.0,1.0,False
59157233,59160848,2,CHOICE: 2,750000.0,625000.0,1.0,False
59157323,59211327,2,CHOICE: 2,820000.0,680000.0,1.0,False
59158251,102987794,2,CHOICE: 2,1215000.0,1675000.0,2.0,True
59158558,59158866,2,CHOICE: 2,900000.0,1095000.0,2.0,True
59158866,59160820,2,CHOICE: 2,1095000.0,875000.0,1.0,False
59158866,59161147,2,CHOICE: 2,1095000.0,830000.0,1.0,False
59158866,59161171,2,CHOICE: 2,1095000.0,700000.0,1.0,False
59159238,59161147,2,CHOICE: 2,1010000.0,830000.0,1.0,False
59153472,59155818,2,CHOICE: 2,720000.0,881000.0,2.0,True
59153472,59158779,2,CHOICE: 2,720000.0,902000.0,2.0,True
59155217,59161521,2,CHOICE: 2,635000.0,475000.0,1.0,False
59096373,59097045,2,CHOICE: 2,804500.0,580000.0,1.0,False
59090928,59096628,2,CHOICE: 2,806000.0,985000.0,2.0,True
59127777,59129159,2,CHOICE: 2,585000.0,409900.0,1.0,False
59124941,59129878,2,CHOICE: 2,375000.0,560000.0,2.0,True
59128675,59128953,2,CHOICE: 2,405000.0,520000.0,2.0,True
59129878,59130123,2,CHOICE: 2,560000.0,430105.0,1.0,False
59125202,59126062,2,CHOICE: 2,524000.0,412000.0,1.0,False
59125332,59129090,2,CHOICE: 2,347200.0,620000.0,2.0,True
59126062,59126969,2,CHOICE: 2,412000.0,610000.0,2.0,True
59126062,59129090,2,CHOICE: 2,412000.0,620000.0,2.0,True
59126969,59127157,2,CHOICE: 2,610000.0,455000.0,1.0,False
59126969,59130259,1,CHOICE: 1,610000.0,441500.0,1.0,True
59126969,59212540,2,CHOICE: 2,610000.0,485000.0,1.0,False
59126981,59212540,2,CHOICE: 2,610000.0,485000.0,1.0,False
59127157,59129090,2,CHOICE: 2,455000.0,620000.0,2.0,True
59128374,59129090,2,CHOICE: 2,410000.0,620000.0,2.0,True
59129090,59130259,1,CHOICE: 1,620000.0,441500.0,1.0,True
59126279,59126465,2,CHOICE: 2,520000.0,389000.0,1.0,False
59140572,63042073,2,CHOICE: 2,440000.0,570000.0,2.0,True
59126526,59129397,1,CHOICE: 1,623000.0,492000.0,1.0,True
59125951,59128372,2,CHOICE: 2,437000.0,580000.0,2.0,True
59128372,59129896,2,CHOICE: 2,580000.0,465000.0,1.0,False
59127136,59128266,1,CHOICE: 1,655000.0,525000.0,1.0,True
59127136,59129791,2,CHOICE: 2,655000.0,532500.0,1.0,False
59127964,59130050,2,CHOICE: 2,535000.0,445000.0,1.0,False
59126226,59126808,1,CHOICE: 1,645500.0,528000.0,1.0,True
59126226,59127210,2,CHOICE: 2,645500.0,525000.0,1.0,False
59128630,59129639,2,CHOICE: 2,680000.0,551000.0,1.0,False
59126423,59127502,1,CHOICE: 1,797000.0,620000.0,1.0,True
59126423,59128218,1,CHOICE: 1,797000.0,600000.0,1.0,True
59125011,59127100,2,CHOICE: 2,635000.0,445000.0,1.0,False
59127037,59127100,2,CHOICE: 2,624900.0,445000.0,1.0,False
59127100,59128395,2,CHOICE: 2,445000.0,538000.0,2.0,True
59129642,59139888,2,CHOICE: 2,549900.0,435000.0,1.0,False
59139888,59140513,2,CHOICE: 2,435000.0,550000.0,2.0,True
59130266,59212835,2,CHOICE: 2,480000.0,595000.0,2.0,True
59126108,59130113,2,CHOICE: 2,590000.0,480000.0,1.0,False
59126148,59127212,1,CHOICE: 1,500000.0,630000.0,2.0,False
59127533,59129912,2,CHOICE: 2,710000.0,510000.0,1.0,False
59128881,59129679,1,CHOICE: 1,533000.0,688000.0,2.0,False
59129425,59129712,2,CHOICE: 2,550000.0,668000.0,2.0,True
59129712,59130278,2,CHOICE: 2,668000.0,555000.0,1.0,False
59125754,59129169,2,CHOICE: 2,440000.0,535000.0,2.0,True
59126219,59128079,1,CHOICE: 1,675000.0,555000.0,1.0,True
59126219,59129169,2,CHOICE: 2,675000.0,535000.0,1.0,False
59126759,59129155,2,CHOICE: 2,760000.0,610000.0,1.0,False
59125385,59128157,2,CHOICE: 2,515000.0,700000.0,2.0,True
59126266,59128157,2,CHOICE: 2,550000.0,700000.0,2.0,True
59128157,59129470,2,CHOICE: 2,700000.0,551000.0,1.0,False
59129779,60113093,2,CHOICE: 2,685000.0,862500.0,2.0,True
59126747,59212608,2,CHOICE: 2,629900.0,787500.0,2.0,True
59127739,59212608,2,CHOICE: 2,650000.0,787500.0,2.0,True
59127739,67094742,2,CHOICE: 2,650000.0,510000.0,1.0,False
59128454,67094742,2,CHOICE: 2,620000.0,510000.0,1.0,False
59129873,59139931,2,CHOICE: 2,699000.0,575000.0,1.0,False
59128754,59139894,2,CHOICE: 2,595000.0,375000.0,1.0,False
59128955,59129258,2,CHOICE: 2,787500.0,625000.0,1.0,False
59128955,59140901,2,CHOICE: 2,787500.0,650000.0,1.0,False
11370342,59852045,2,CHOICE: 2,665000.0,871063.0,2.0,True
11259328,11559639,2,CHOICE: 2,563000.0,353000.0,1.0,False
11259328,11591457,2,CHOICE: 2,563000.0,380000.0,1.0,False
11552838,11584009,2,CHOICE: 2,269900.0,201787.0,1.0,False
11438765,11478666,2,CHOICE: 2,125000.0,180000.0,2.0,True
11524081,11525575,1,CHOICE: 1,375000.0,218000.0,1.0,True
11264341,11264408,2,CHOICE: 2,245000.0,200000.0,1.0,False
11480310,11641997,2,CHOICE: 2,380000.0,270000.0,1.0,False
11642660,242630221,1,CHOICE: 1,272000.0,389000.0,2.0,False
11513235,11514744,1,CHOICE: 1,170000.0,296500.0,2.0,False
11513235,11612430,1,CHOICE: 1,170000.0,217500.0,2.0,False
11514744,11612430,1,CHOICE: 1,296500.0,217500.0,1.0,True
11275564,11514739,2,CHOICE: 2,203000.0,417500.0,2.0,True
11275564,11612458,1,CHOICE: 1,203000.0,144530.0,1.0,True
11513029,11513271,2,CHOICE: 2,203000.0,310000.0,2.0,True
11513271,11513615,2,CHOICE: 2,310000.0,215000.0,1.0,False
11513615,11513929,2,CHOICE: 2,215000.0,315000.0,2.0,True
11513615,11613129,1,CHOICE: 1,215000.0,280000.0,2.0,False
11514739,11612458,1,CHOICE: 1,417500.0,144530.0,1.0,True
11514739,11612723,1,CHOICE: 1,417500.0,200000.0,1.0,True
11514739,11615388,1,CHOICE: 1,417500.0,344100.0,1.0,True
11612458,11615028,2,CHOICE: 2,144530.0,177000.0,2.0,True
11513082,11615573,2,CHOICE: 2,141000.0,271000.0,2.0,True
11275385,11275502,2,CHOICE: 2,162750.0,235000.0,2.0,True
11275502,11614848,1,CHOICE: 1,235000.0,160000.0,1.0,True
11513081,11612571,1,CHOICE: 1,295000.0,238750.0,1.0,True
11513896,11514737,2,CHOICE: 2,480000.0,389000.0,1.0,False
11612881,11613369,1,CHOICE: 1,144300.0,214500.0,2.0,False
11275232,11612882,2,CHOICE: 2,175000.0,242000.0,2.0,True
11275648,11275672,2,CHOICE: 2,272900.0,351000.0,2.0,True
11275648,11612494,2,CHOICE: 2,272900.0,438000.0,2.0,True
11275672,11612494,2,CHOICE: 2,351000.0,438000.0,2.0,True
11275159,11275729,2,CHOICE: 2,165000.0,230000.0,2.0,True
11275729,11513765,2,CHOICE: 2,230000.0,140000.0,1.0,False
11513765,11615852,2,CHOICE: 2,140000.0,293000.0,2.0,True
11513765,123271271,1,CHOICE: 1,140000.0,307500.0,2.0,False
11513765,164713745,1,CHOICE: 1,140000.0,305000.0,2.0,False
11612338,11615310,2,CHOICE: 2,378500.0,260100.0,1.0,False
11613072,123271271,1,CHOICE: 1,375000.0,307500.0,1.0,True
11275280,11612594,2,CHOICE: 2,130000.0,235000.0,2.0,True
11275328,11513017,2,CHOICE: 2,138500.0,635000.0,2.0,True
11275328,11514455,2,CHOICE: 2,138500.0,799900.0,2.0,True
11400367,11612446,2,CHOICE: 2,289000.0,359900.0,2.0,True
11400367,11612594,1,CHOICE: 1,289000.0,235000.0,1.0,True
11513017,11615633,2,CHOICE: 2,635000.0,236500.0,1.0,False
11513412,11612446,2,CHOICE: 2,280000.0,359900.0,2.0,True
11513663,11514048,2,CHOICE: 2,309800.0,250000.0,1.0,False
11513953,11612446,2,CHOICE: 2,295000.0,359900.0,2.0,True
11514048,11612446,2,CHOICE: 2,250000.0,359900.0,2.0,True
11514455,11615633,1,CHOICE: 1,799900.0,236500.0,1.0,True
11272827,11615136,2,CHOICE: 2,140500.0,175000.0,2.0,True
11513021,11612825,2,CHOICE: 2,160000.0,457500.0,2.0,True
11513021,11613326,2,CHOICE: 2,160000.0,265800.0,2.0,True
11513021,11615572,2,CHOICE: 2,160000.0,236000.0,2.0,True
11514403,11612258,2,CHOICE: 2,135000.0,190300.0,2.0,True
11514403,11612444,2,CHOICE: 2,135000.0,252500.0,2.0,True
11612258,11612444,1,CHOICE: 1,190300.0,252500.0,2.0,False
11615455,11615572,2,CHOICE: 2,190000.0,236000.0,2.0,True
11275399,164223383,2,CHOICE: 2,174000.0,308000.0,2.0,True
11615447,164223383,2,CHOICE: 2,125000.0,308000.0,2.0,True
11275558,11512784,2,CHOICE: 2,123428.0,330000.0,2.0,True
11612838,11612871,1,CHOICE: 1,417000.0,240000.0,1.0,True
11275665,11512969,1,CHOICE: 1,315000.0,103000.0,1.0,True
11275687,11615347,1,CHOICE: 1,255000.0,122750.0,1.0,True
11512736,11613041,2,CHOICE: 2,270000.0,133000.0,1.0,False
11512893,11513545,1,CHOICE: 1,589000.0,365000.0,1.0,True
11512893,11612578,1,CHOICE: 1,589000.0,290000.0,1.0,True
11512893,11612776,1,CHOICE: 1,589000.0,330000.0,1.0,True
11512969,11514662,1,CHOICE: 1,103000.0,330000.0,2.0,False
11512969,11612578,2,CHOICE: 2,103000.0,290000.0,2.0,True
11513545,11612578,1,CHOICE: 1,365000.0,290000.0,1.0,True
11514124,11514650,1,CHOICE: 1,229000.0,287500.0,2.0,False
11514345,11613472,2,CHOICE: 2,442500.0,215000.0,1.0,False
11514650,11613472,2,CHOICE: 2,287500.0,215000.0,1.0,False
