zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,true_choice,correct,price_diff_pct,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,bedroom_category,year_category,strat_key
117686364,118325134,2127,2021/7/1,1200465.091,21.0,"Condominium, Rowhouse",1890,3,4,1742.0,sqft,Forced Air,Central Air,unknown,1369000.0,2127,2021/7/1,1087536.87,15.56521739,"Condominium, Townhouse",2011,3,2,1306.0,sqft,Forced Air,Central Air,unknown,1079000.0,2.0,1.0,False,21.18334550766983,hard,2,0,-121,436.0,p1_much,p2_newer,hard_p1_much
59148930,59150813,2127,2021/8/1,1029817.857,19.28571429,Single Family Residence,1880,3,3,1742.0,sqft,Other,Other,unknown,950000.0,2127,2021/8/1,943758.2222,17.44444444,Single Family Residence,1900,2,3,1742.0,sqft,Forced Air,Central Air,unknown,735000.0,2.0,1.0,False,22.63157894736842,hard,0,1,-20,0.0,equal,p2_newer,hard_equal
59122039,59122794,2128,2020/11/1,531154.9231,12.23076923,Single Family Residence,1900,2,2,2613.0,sqft,Baseboard,Other,unknown,455000.0,2128,2020/11/1,563598.0,13.0,Single Family Residence,1910,1,2,1306.0,sqft,Baseboard,"Central Air, Ductless",unknown,605000.0,1.0,2.0,False,24.793388429752067,hard,0,1,-10,1307.0,equal,similar,hard_equal
59123471,102988148,2128,2020/7/1,476953.0,11.66666667,Single Family Residence,1900,1,2,1742.0,sqft,Oil,Window Unit(s),Open Parking,400000.0,2128,2020/7/1,495858.0968,10.01612903,"Condominium, Rowhouse",1865,2,1,871.2,sqft,Baseboard,Central Air,Open Parking,500000.0,1.0,2.0,False,20.0,hard,1,-1,35,870.8,p1_slight,p1_much,hard_p1_slight
59132028,59134432,2130,2019/10/1,589636.3846,14.84615385,Single Family Residence,1905,2,2,1742.0,sqft,Central,Central Air,unknown,650000.0,2130,2019/10/1,542333.0,13.33333333,Single Family Residence,1960,1,2,3484.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,467000.0,2.0,1.0,False,28.153846153846153,medium,0,1,-55,-1742.0,equal,p2_newer,medium_equal
59134432,59134745,2130,2019/10/1,542333.0,13.33333333,Single Family Residence,1960,1,2,3484.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,467000.0,2130,2019/10/1,564426.3077,11.23076923,Single Family Residence,1920,2,2,3920.0,sqft,"Forced Air, Natural Gas",Window Unit(s),unknown,611000.0,1.0,2.0,False,23.567921440261866,hard,0,-1,40,-436.0,equal,p1_much,hard_equal
59134667,59134838,2130,2019/11/1,1582275.333,15.0,Single Family Residence,1958,4,5,6969.0,sqft,"Central, Natural Gas",Central Air,unknown,1680000.0,2130,2019/11/1,1802076.667,23.22222222,Single Family Residence,1860,2,2,0.29,Acres,Baseboard,Window Unit(s),unknown,2250000.0,1.0,2.0,False,25.333333333333336,medium,3,2,98,6968.71,p1_much,p1_much,medium_p1_much
59134628,59134807,2130,2020/12/1,1226991.818,21.63636364,Single Family Residence,1964,3,4,6534.0,sqft,"Electric Baseboard, Natural Gas, Baseboard","Dual, Central Air",unknown,1240000.0,2130,2020/12/1,1546105.923,24.92307692,Single Family Residence,1911,4,4,5662.0,sqft,"Hot Water, Electric",Window Unit(s),unknown,1660000.0,1.0,2.0,False,25.301204819277107,medium,0,-1,53,872.0,equal,p1_much,medium_equal
59132443,2095211854,2130,2020/8/1,1018951.545,13.81818182,Single Family Residence,1925,2,4,3920.0,sqft,"Steam, Oil",Window Unit(s),unknown,892000.0,2130,2020/8/1,997424.0,13.5,"Condominium, Townhouse",1910,3,4,6098.0,sqft,Forced Air,Central Air,unknown,1125000.0,1.0,2.0,False,20.711111111111112,hard,0,-1,15,-2178.0,equal,p1_slight,hard_equal
59135190,59210340,2130,2020/9/1,907083.7059,19.41176471,Single Family Residence,1894,3,3,3484.0,sqft,"Hot Water, Oil",Central Air,unknown,1161000.0,2130,2020/9/1,873028.0,14.6,SingleFamily,1880,3,2,4791.0,sqft,"Forced air, Gas",Central,unknown,920000.0,2.0,1.0,False,20.757967269595177,hard,1,0,14,-1307.0,p1_slight,p1_slight,hard_p1_slight
59134121,59136299,2130,2021/8/1,655672.5,13.25,Single Family Residence,1950,1,3,3484.0,sqft,Baseboard,Window Unit(s),unknown,580000.0,2130,2021/8/1,700513.9,14.85,Single Family Residence,1914,2,3,2178.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,700000.0,,2.0,False,17.142857142857142,hard,0,-1,36,1306.0,equal,p1_much,hard_equal
59135538,71333006,2130,2021/8/1,1014065.042,13.79166667,Single Family Residence,1936,2,3,5227.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,1050000.0,2130,2021/8/1,949830.6667,14.66666667,SingleFamily,1875,4,4,2178.0,sqft,"Forced air, Gas",Central,unknown,840000.0,2.0,1.0,False,20.0,hard,-1,-2,61,3049.0,p2_more,p1_much,hard_p2_more
59134044,59136430,2130,2021/9/1,1096018.644,12.6440678,Single Family Residence,1900,3,4,4356.0,sqft,"Forced Air, Central, Natural Gas",Central Air,unknown,1127375.0,2130,2021/9/1,1147787.222,15.55555556,Single Family Residence,1952,3,3,8276.0,sqft,Natural Gas,Central Air,unknown,900000.0,2.0,1.0,False,20.168533096795656,hard,1,0,-52,-3920.0,p1_slight,p2_newer,hard_p1_slight
59134973,59135209,2130,2022/6/1,1422593.023,18.44186047,Single Family Residence,1968,3,3,9147.0,sqft,Forced Air,Central Air,unknown,1175000.0,2130,2022/6/1,1358300.0,23.0,Single Family Residence,1922,3,4,7840.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,1555000.0,,2.0,False,24.437299035369776,hard,-1,0,46,1307.0,p2_more,p1_much,hard_p2_more
59142144,59147468,2131,2020/11/1,801710.3333,11.33333333,Single Family Residence,1915,3,3,3484.0,sqft,Hydro Air,Central Air,unknown,843000.0,2131,2020/11/1,710944.5,18.5,Single Family Residence,1873,3,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,560000.0,2.0,1.0,False,33.570581257414,medium,-1,0,42,-1307.0,p2_more,p1_much,medium_p2_more
59144414,59147106,2131,2020/5/1,584724.9231,12.84615385,Single Family Residence,1950,2,3,6534.0,sqft,"Baseboard, Natural Gas",unknown,unknown,615000.0,2131,2020/5/1,634846.0,19.0,Single Family Residence,1880,2,7,4356.0,sqft,Forced Air,unknown,unknown,500000.0,2.0,1.0,False,18.69918699186992,hard,-4,0,70,2178.0,p2_more,p1_much,hard_p2_more
59141599,247150796,2131,2021/6/1,598593.6923,13.84615385,Single Family Residence,1900,2,5,7840.0,sqft,Baseboard,unknown,unknown,490000.0,2131,2021/6/1,560930.4545,12.18181818,"Condominium, Townhouse",1986,2,2,5662.0,sqft,Baseboard,unknown,unknown,625000.0,1.0,2.0,False,21.6,hard,3,0,-86,2178.0,p1_much,p2_newer,hard_p1_much
59143073,59146589,2131,2021/6/1,743974.4,11.6,Single Family Residence,1905,2,4,3920.0,sqft,Forced Air,Central Air,unknown,875000.0,2131,2021/6/1,668074.8,12.7,Single Family Residence,1968,2,4,4791.0,sqft,"Central, Active Solar, Baseboard, Natural Gas",Window Unit(s),unknown,715000.0,2.0,1.0,False,18.285714285714285,hard,0,0,-63,-871.0,equal,p2_newer,hard_equal
59143073,59147326,2131,2021/6/1,743974.4,11.6,Single Family Residence,1905,2,4,3920.0,sqft,Forced Air,Central Air,unknown,875000.0,2131,2021/6/1,686480.3333,12.5,Single Family Residence,1925,2,3,6534.0,sqft,"Forced Air, Natural Gas, Ductless","Ductless, Central Air",unknown,714000.0,2.0,1.0,False,18.4,hard,1,0,-20,-2614.0,p1_slight,p2_newer,hard_p1_slight
59143089,123851010,2131,2021/6/1,941210.9,20.0,Single Family Residence,1915,3,4,3484.0,sqft,"Forced Air, ENERGY STAR Qualified Equipment, Natural Gas","Dual, Central Air, ENERGY STAR Qualified Equipment",unknown,1050000.0,2131,2021/6/1,861046.1,15.4,Single Family Residence,2015,3,3,5662.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,850000.0,2.0,1.0,False,19.047619047619047,hard,1,0,-100,-2178.0,p1_slight,p2_newer,hard_p1_slight
59143148,59143485,2131,2021/9/1,759591.5254,21.16949153,Single Family Residence,1900,2,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,875000.0,2131,2021/9/1,650903.3898,11.91525424,Single Family Residence,1960,2,3,3484.0,sqft,"Natural Gas, Baseboard",Window Unit(s),unknown,695000.0,2.0,1.0,False,20.57142857142857,hard,0,0,-60,1307.0,equal,p2_newer,hard_equal
59143682,59146588,2131,2021/9/1,567549.1525,13.05084746,Single Family Residence,1958,3,4,4356.0,sqft,Natural Gas,Wall Unit(s),unknown,570000.0,2131,2021/9/1,620403.3898,15.59322034,Single Family Residence,1950,2,4,3920.0,sqft,Baseboard,Central Air,unknown,700000.0,1.0,2.0,False,18.571428571428573,hard,0,1,8,436.0,equal,p1_slight,hard_equal
59141408,59144406,2131,2022/4/1,681832.1429,14.0,Single Family Residence,1935,2,3,4791.0,sqft,Forced Air,Central Air,unknown,700000.0,2131,2022/4/1,745260.1399,11.87412587,Single Family Residence,1965,2,3,2613.0,sqft,"Baseboard, Natural Gas",Window Unit(s),unknown,870000.0,1.0,2.0,False,19.54022988505747,hard,0,0,-30,2178.0,equal,p2_newer,hard_equal
59145941,59146675,2131,2022/4/1,760514.2857,20.0,Single Family Residence,1890,2,3,7840.0,sqft,"Hot Water, Central, Ductless","Central Air, Ductless",unknown,1025000.0,2131,2022/4/1,713228.5714,23.78571429,Single Family Residence,1925,3,4,6534.0,sqft,Baseboard,Central Air,unknown,769900.0,2.0,1.0,False,24.88780487804878,hard,-1,-1,-35,1306.0,p2_more,p2_newer,hard_p2_more
59143548,59144586,2131,2022/5/1,654640.0,21.96,Single Family Residence,1890,1,3,4791.0,sqft,Forced Air,Window Unit(s),unknown,775000.0,2131,2022/5/1,535708.0,30.6,Single Family Residence,1920,2,4,6098.0,sqft,"Hot Water, Natural Gas",Ductless,unknown,630000.0,2.0,1.0,False,18.70967741935484,hard,-1,-1,-30,-1307.0,p2_more,p2_newer,hard_p2_more
59143187,59146446,2131,2022/6/1,697319.6,11.8,Single Family Residence,1905,2,3,5662.0,sqft,Hot Water,Window Unit(s),unknown,725000.0,2131,2022/6/1,639188.8889,12.26666667,Single Family Residence,1935,1,3,4791.0,sqft,"Forced Air, Central",Central Air,unknown,599000.0,2.0,1.0,False,17.379310344827587,hard,0,1,-30,871.0,equal,p2_newer,hard_equal
59143187,59146670,2131,2022/6/1,697319.6,11.8,Single Family Residence,1905,2,3,5662.0,sqft,Hot Water,Window Unit(s),unknown,725000.0,2131,2022/6/1,639326.3158,14.15789474,Single Family Residence,1945,1,3,4791.0,sqft,Forced Air,Central Air,unknown,604000.0,2.0,1.0,False,16.689655172413794,hard,0,1,-40,871.0,equal,p2_newer,hard_equal
59155573,59160174,2132,2019/11/1,624448.1429,15.71428571,Single Family Residence,1929,1,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,599900.0,2132,2019/11/1,570524.9148,11.39204545,Single Family Residence,1960,2,3,6534.0,sqft,Baseboard,Ductless,unknown,475000.0,2.0,1.0,False,20.82013668944824,hard,0,-1,-31,-1743.0,equal,p2_newer,hard_equal
59155573,59160410,2132,2019/11/1,624448.1429,15.71428571,Single Family Residence,1929,1,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,599900.0,2132,2019/11/1,556367.0,10.0,Single Family Residence,1950,2,3,4356.0,sqft,"Oil, Baseboard",Window Unit(s),unknown,499000.0,2.0,1.0,False,16.81946991165194,hard,0,-1,-21,435.0,equal,p2_newer,hard_equal
59142924,59155335,2132,2019/12/1,677942.0,13.0,Single Family Residence,1920,2,3,3484.0,sqft,"Oil, Steam",unknown,unknown,697000.0,2132,2019/12/1,644475.0909,14.09090909,Single Family Residence,1900,2,4,6098.0,sqft,Baseboard,unknown,unknown,580000.0,2.0,1.0,False,16.786226685796272,hard,-1,0,20,-2614.0,p2_more,p1_slight,hard_p2_more
59141636,59157055,2132,2020/1/1,501386.1852,19.0,Single Family Residence,1950,3,3,6534.0,sqft,"Oil, Baseboard",Ductless,unknown,479000.0,2132,2020/1/1,591178.3333,14.66666667,Single Family Residence,1915,1,2,5227.0,sqft,"Hot Water, Baseboard",Other,unknown,575000.0,1.0,2.0,False,16.695652173913047,hard,1,2,35,1307.0,p1_slight,p1_much,hard_p1_slight
59155827,59158265,2132,2020/1/1,781499.8889,17.11111111,Single Family Residence,1940,3,4,5227.0,sqft,"Steam, Natural Gas",Central Air,unknown,849000.0,2132,2020/1/1,694248.4167,13.66666667,Single Family Residence,1913,3,3,9583.0,sqft,Baseboard,Window Unit(s),unknown,675000.0,2.0,1.0,False,20.49469964664311,hard,1,0,27,-4356.0,p1_slight,p1_much,hard_p1_slight
59154404,59157758,2132,2020/11/1,782313.1429,12.28571429,Single Family Residence,1904,3,4,4791.0,sqft,"Central, Natural Gas",Window Unit(s),unknown,798000.0,2132,2020/11/1,709638.0,13.0,Single Family Residence,1931,2,3,5662.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,649900.0,2.0,1.0,False,18.55889724310777,hard,1,1,-27,-871.0,p1_slight,p2_newer,hard_p1_slight
59156691,59160911,2132,2020/11/1,1004966.667,22.0,Single Family Residence,1930,2,6,5227.0,sqft,Hot Water,Window Unit(s),unknown,1025000.0,2132,2020/11/1,1027306.909,18.18181818,SingleFamily,1931,3,4,8712.0,sqft,"Forced air, Oil","Wall, Other",unknown,1300000.0,1.0,2.0,False,21.153846153846153,hard,2,-1,-1,-3485.0,p1_much,similar,hard_p1_much
59157346,59160811,2132,2020/11/1,906299.9231,14.61538462,Single Family Residence,1910,4,5,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,950000.0,2132,2020/11/1,793679.9091,12.45454545,Single Family Residence,2017,3,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,750000.0,2.0,1.0,False,21.052631578947366,hard,1,1,-107,0.0,p1_slight,p2_newer,hard_p1_slight
59157346,59160911,2132,2020/11/1,906299.9231,14.61538462,Single Family Residence,1910,4,5,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,950000.0,2132,2020/11/1,1027306.909,18.18181818,SingleFamily,1931,3,4,8712.0,sqft,"Forced air, Oil","Wall, Other",unknown,1300000.0,1.0,2.0,False,26.923076923076923,medium,1,1,-21,-3921.0,p1_slight,p2_newer,medium_p1_slight
59159316,59159834,2132,2020/12/1,549260.4286,19.21428571,Single Family Residence,1925,1,2,5227.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,529000.0,2132,2020/12/1,589008.1818,15.81818182,Single Family Residence,1920,3,3,4791.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,640000.0,1.0,2.0,False,17.34375,hard,-1,-2,5,436.0,p2_more,p1_slight,hard_p2_more
59159834,59160552,2132,2020/12/1,589008.1818,15.81818182,Single Family Residence,1920,3,3,4791.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,640000.0,2132,2020/12/1,523668.8,19.6,Single Family Residence,1963,2,3,3920.0,sqft,Forced Air,Central Air,unknown,505000.0,,1.0,False,21.09375,hard,0,1,-43,871.0,equal,p2_newer,hard_equal
59154084,59160439,2132,2020/7/1,507559.6667,15.16666667,Single Family Residence,1945,4,4,5662.0,sqft,Forced Air,Central Air,unknown,500000.0,2132,2020/7/1,537455.2,14.0,Single Family Residence,1960,2,3,4356.0,sqft,Hot Water,Window Unit(s),unknown,600000.0,1.0,2.0,False,16.666666666666664,hard,1,2,-15,1306.0,p1_slight,similar,hard_p1_slight
59154084,59160674,2132,2020/7/1,507559.6667,15.16666667,Single Family Residence,1945,4,4,5662.0,sqft,Forced Air,Central Air,unknown,500000.0,2132,2020/7/1,563456.0,17.33333333,Single Family Residence,1959,2,3,5227.0,sqft,Forced Air,Central Air,unknown,662500.0,1.0,2.0,False,24.528301886792452,hard,1,2,-14,435.0,p1_slight,similar,hard_p1_slight
59156293,59156552,2132,2020/8/1,851313.5455,14.45454545,Single Family Residence,2015,3,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,790000.0,2132,2020/8/1,975001.0,23.0,Single Family Residence,1910,3,4,10454.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1025000.0,1.0,2.0,False,22.926829268292686,hard,0,0,105,-5663.0,equal,p1_much,hard_equal
59159788,59161199,2132,2020/8/1,645971.0,16.0,Single Family Residence,2020,5,4,7405.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1150000.0,2132,2020/8/1,727211.8,17.7,Single Family Residence,1950,4,4,0.3,Acres,"Electric Baseboard, Oil, Baseboard",Central Air,unknown,740000.0,2.0,1.0,False,35.65217391304348,medium,0,1,70,7404.7,equal,p1_much,medium_equal
59155260,59157578,2132,2021/2/1,696530.6,13.5,Single Family Residence,1890,4,4,4791.0,sqft,"Forced Air, Central, Natural Gas",Central Air,unknown,600000.0,2132,2021/2/1,786574.0,17.5,Single Family Residence,1930,2,4,8712.0,sqft,"Oil, Baseboard, Central",Central Air,unknown,725000.0,,2.0,False,17.24137931034483,hard,0,2,-40,-3921.0,equal,p2_newer,hard_equal
59155260,59157602,2132,2021/2/1,696530.6,13.5,Single Family Residence,1890,4,4,4791.0,sqft,"Forced Air, Central, Natural Gas",Central Air,unknown,600000.0,2132,2021/2/1,741492.7857,12.57142857,Single Family Residence,1930,2,3,5662.0,sqft,"Hot Water, Central, Natural Gas",Ductless,unknown,805000.0,1.0,2.0,False,25.465838509316768,medium,1,2,-40,-871.0,p1_slight,p2_newer,medium_p1_slight
59159412,59161329,2132,2021/2/1,546283.1429,12.78571429,Single Family Residence,1925,1,2,5662.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,551500.0,2132,2021/2/1,498853.0667,16.93333333,Single Family Residence,1896,2,3,4791.0,sqft,Forced Air,Window Unit(s),unknown,340000.0,2.0,1.0,False,38.34995466908431,medium,-1,-1,29,871.0,p2_more,p1_much,medium_p2_more
59161127,59161168,2132,2021/3/1,647693.6,12.2,Single Family Residence,1960,2,4,6534.0,sqft,Forced Air,Central Air,unknown,645000.0,2132,2021/3/1,680683.8,11.06666667,Single Family Residence,1967,3,3,6098.0,sqft,"Baseboard, Natural Gas",Central Air,unknown,800000.0,1.0,2.0,False,19.375,hard,1,-1,-7,436.0,p1_slight,similar,hard_p1_slight
59153702,59154047,2132,2021/5/1,802971.6667,11.66666667,Single Family Residence,1955,3,3,0.27,Acres,"Oil, Baseboard",Central Air,unknown,800000.0,2132,2021/5/1,829839.0,12.0,Single Family Residence,1920,3,4,4791.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,960000.0,1.0,2.0,False,16.666666666666664,hard,-1,0,35,-4790.73,p2_more,p1_much,hard_p2_more
59153702,59156006,2132,2021/5/1,802971.6667,11.66666667,Single Family Residence,1955,3,3,0.27,Acres,"Oil, Baseboard",Central Air,unknown,800000.0,2132,2021/5/1,894295.8182,15.63636364,Single Family Residence,1911,3,4,4356.0,sqft,Hot Water,Other,unknown,1029000.0,1.0,2.0,False,22.25461613216715,hard,-1,0,44,-4355.73,p2_more,p1_much,hard_p2_more
59153853,59156006,2132,2021/5/1,806449.75,17.25,Single Family Residence,1950,2,3,6969.0,sqft,Baseboard,Central Air,unknown,851000.0,2132,2021/5/1,894295.8182,15.63636364,Single Family Residence,1911,3,4,4356.0,sqft,Hot Water,Other,unknown,1029000.0,1.0,2.0,False,17.29834791059281,hard,-1,-1,39,2613.0,p2_more,p1_much,hard_p2_more
59141607,59157549,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,800198.4444,15.55555556,Single Family Residence,1935,2,3,9147.0,sqft,"Hot Water, Heat Pump","3 or More, Whole House Fan, Heat Pump",unknown,820000.0,2.0,1.0,False,25.454545454545453,medium,0,1,-7,-871.0,equal,similar,medium_equal
59141607,59158636,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,979660.4,23.8,Single Family Residence,2003,3,5,8712.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,875000.0,2.0,1.0,False,20.454545454545457,hard,-2,0,-75,-436.0,p2_more,p2_newer,hard_p2_more
59154219,59160622,2132,2021/6/1,773033.3636,20.0,Single Family Residence,1940,1,3,5662.0,sqft,"Hot Water, Radiant, Hydronic Floor Heat(Radiant), Natural Gas",Central Air,unknown,890000.0,2132,2021/6/1,652638.6364,13.27272727,Single Family Residence,1950,3,4,6534.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,600000.0,2.0,1.0,False,32.58426966292135,medium,-1,-2,-10,-872.0,p2_more,similar,medium_p2_more
59158157,59158303,2132,2021/6/1,906905.2727,27.0,Single Family Residence,1880,2,4,10018.0,sqft,"Oil, Hot Water",Window Unit(s),unknown,930000.0,2132,2021/6/1,757716.0,11.2,Single Family Residence,1964,2,3,5227.0,sqft,"Baseboard, Ductless",Ductless,unknown,770000.0,2.0,1.0,False,17.20430107526882,hard,1,0,-84,4791.0,p1_slight,p2_newer,hard_p1_slight
59158636,59160570,2132,2021/6/1,979660.4,23.8,Single Family Residence,2003,3,5,8712.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,875000.0,2132,2021/6/1,923072.8571,13.85714286,Single Family Residence,1984,3,6,9147.0,sqft,Forced Air,Central Air,unknown,1125000.0,1.0,2.0,False,22.22222222222222,hard,-1,0,19,-435.0,p2_more,p1_slight,hard_p2_more
59158799,59161441,2132,2021/6/1,667012.7778,10.55555556,Single Family Residence,1940,2,3,4791.0,sqft,Hot Water,Window Unit(s),unknown,715000.0,2132,2021/6/1,613589.0,15.0,Single Family Residence,1930,2,3,3484.0,sqft,Forced Air,Central Air,unknown,570000.0,2.0,1.0,False,20.27972027972028,hard,0,0,10,1307.0,equal,p1_slight,hard_equal
59141929,59160533,2132,2021/7/1,616744.0909,11.81818182,Single Family Residence,1938,2,3,4356.0,sqft,"Hot Water, Electric Baseboard, Baseboard",Window Unit(s),unknown,715000.0,2132,2021/7/1,574741.92,16.72,Single Family Residence,1914,2,3,9583.0,sqft,"Electric Baseboard, Hot Water, Natural Gas",Window Unit(s),unknown,590000.0,2.0,1.0,False,17.482517482517483,hard,0,0,24,-5227.0,equal,p1_much,hard_equal
