zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,true_choice,correct,price_diff_pct,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,bedroom_category,year_category,strat_key
59123471,102988148,2128,2020/7/1,476953.0,11.66666667,Single Family Residence,1900,1,2,1742.0,sqft,Oil,Window Unit(s),Open Parking,400000.0,2128,2020/7/1,495858.0968,10.01612903,"Condominium, Rowhouse",1865,2,1,871.2,sqft,Baseboard,Central Air,Open Parking,500000.0,1,2.0,False,20.0,hard,1,-1,35,870.8,p1_slight,p1_much,hard_p1_slight
59132028,59134432,2130,2019/10/1,589636.3846,14.84615385,Single Family Residence,1905,2,2,1742.0,sqft,Central,Central Air,unknown,650000.0,2130,2019/10/1,542333.0,13.33333333,Single Family Residence,1960,1,2,3484.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,467000.0,2,1.0,False,28.153846153846153,medium,0,1,-55,-1742.0,equal,p2_newer,medium_equal
59134667,59134838,2130,2019/11/1,1582275.333,15.0,Single Family Residence,1958,4,5,6969.0,sqft,"Central, Natural Gas",Central Air,unknown,1680000.0,2130,2019/11/1,1802076.667,23.22222222,Single Family Residence,1860,2,2,0.29,Acres,Baseboard,Window Unit(s),unknown,2250000.0,1,2.0,False,25.333333333333336,medium,3,2,98,6968.71,p1_much,p1_much,medium_p1_much
59132284,59135616,2130,2019/12/1,919153.5891,11.3255814,Single Family Residence,1890,2,3,4356.0,sqft,"Forced Air, Natural Gas, Electric, Heat Pump, Central",Central Air,unknown,1000000.0,2130,2019/12/1,903615.0,14.33333333,Single Family Residence,1920,2,4,8276.0,sqft,"Oil, Steam","Window Unit(s), Wall Unit(s)",unknown,809000.0,2,1.0,False,19.1,hard,-1,0,-30,-3920.0,p2_more,p2_newer,hard_p2_more
59132504,59135694,2130,2020/10/1,999903.3333,15.33333333,Single Family Residence,1885,2,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1250000.0,2130,2020/10/1,880727.6667,12.5,Single Family Residence,1939,2,3,4791.0,sqft,Forced Air,Central Air,unknown,910000.0,2,1.0,False,27.200000000000003,medium,1,0,-54,0.0,p1_slight,p2_newer,medium_p1_slight
59135060,59135598,2130,2020/7/1,1194162.5,17.2,Single Family Residence,1955,3,3,9583.0,sqft,Central,Central Air,unknown,1910000.0,2130,2020/7/1,1380559.3,12.7,Single Family Residence,1880,4,5,10454.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,1450000.0,2,1.0,False,24.083769633507853,hard,-2,-1,75,-871.0,p2_more,p1_much,hard_p2_more
59135083,59136414,2130,2021/5/1,1277905.0,26.0,Single Family Residence,1960,3,4,8276.0,sqft,"Baseboard, Natural Gas",Central Air,unknown,1550000.0,2130,2021/5/1,1049411.0,22.0,Single Family Residence,1952,2,3,9147.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,1232000.0,2,1.0,False,20.516129032258064,hard,1,1,8,-871.0,p1_slight,p1_slight,hard_p1_slight
59135538,71333006,2130,2021/8/1,1014065.042,13.79166667,Single Family Residence,1936,2,3,5227.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,1050000.0,2130,2021/8/1,949830.6667,14.66666667,SingleFamily,1875,4,4,2178.0,sqft,"Forced air, Gas",Central,unknown,840000.0,2,1.0,False,20.0,hard,-1,-2,61,3049.0,p2_more,p1_much,hard_p2_more
59134044,59136430,2130,2021/9/1,1096018.644,12.6440678,Single Family Residence,1900,3,4,4356.0,sqft,"Forced Air, Central, Natural Gas",Central Air,unknown,1127375.0,2130,2021/9/1,1147787.222,15.55555556,Single Family Residence,1952,3,3,8276.0,sqft,Natural Gas,Central Air,unknown,900000.0,2,1.0,False,20.168533096795656,hard,1,0,-52,-3920.0,p1_slight,p2_newer,hard_p1_slight
59135119,59135209,2130,2022/6/1,1657783.333,18.06666667,Single Family Residence,1956,3,3,0.25,Acres,"Baseboard, Natural Gas",Central Air,unknown,1956000.0,2130,2022/6/1,1358300.0,23.0,Single Family Residence,1922,3,4,7840.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,1555000.0,2,1.0,False,20.501022494887525,hard,-1,0,34,-7839.75,p2_more,p1_much,hard_p2_more
59146428,59146974,2131,2020/10/1,613089.8,14.8,Single Family Residence,1955,2,3,5662.0,sqft,Baseboard,Window Unit(s),unknown,741000.0,2131,2020/10/1,576284.25,11.25,Single Family Residence,1959,2,3,5227.0,sqft,Baseboard,Window Unit(s),unknown,600000.0,2,1.0,False,19.02834008097166,hard,0,0,-4,435.0,equal,similar,hard_equal
59142144,59147468,2131,2020/11/1,801710.3333,11.33333333,Single Family Residence,1915,3,3,3484.0,sqft,Hydro Air,Central Air,unknown,843000.0,2131,2020/11/1,710944.5,18.5,Single Family Residence,1873,3,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,560000.0,2,1.0,False,33.570581257414,medium,-1,0,42,-1307.0,p2_more,p1_much,medium_p2_more
59146996,59147367,2131,2021/12/1,748200.0,14.0,Single Family Residence,1934,2,4,0.27,Acres,"Forced Air, Oil, Steam",Central Air,unknown,849000.0,2131,2021/12/1,710805.036,13.07913669,Single Family Residence,1953,2,3,5662.0,sqft,Natural Gas,Wall Unit(s),unknown,690000.0,2,1.0,False,18.727915194346288,hard,1,0,-19,-5661.73,p1_slight,similar,hard_p1_slight
59141509,59146728,2131,2021/4/1,618317.6364,14.90909091,Single Family Residence,1950,1,3,5662.0,sqft,"Oil, Electric Baseboard, Baseboard",unknown,unknown,670000.0,2131,2021/4/1,588624.625,17.875,Single Family Residence,1880,2,4,6969.0,sqft,"Electric Baseboard, Oil, Baseboard",unknown,unknown,550000.0,2,1.0,False,17.91044776119403,hard,-1,-1,70,-1307.0,p2_more,p1_much,hard_p2_more
59141599,247150796,2131,2021/6/1,598593.6923,13.84615385,Single Family Residence,1900,2,5,7840.0,sqft,Baseboard,unknown,unknown,490000.0,2131,2021/6/1,560930.4545,12.18181818,"Condominium, Townhouse",1986,2,2,5662.0,sqft,Baseboard,unknown,unknown,625000.0,1,2.0,False,21.6,hard,3,0,-86,2178.0,p1_much,p2_newer,hard_p1_much
59143073,59146589,2131,2021/6/1,743974.4,11.6,Single Family Residence,1905,2,4,3920.0,sqft,Forced Air,Central Air,unknown,875000.0,2131,2021/6/1,668074.8,12.7,Single Family Residence,1968,2,4,4791.0,sqft,"Central, Active Solar, Baseboard, Natural Gas",Window Unit(s),unknown,715000.0,2,1.0,False,18.285714285714285,hard,0,0,-63,-871.0,equal,p2_newer,hard_equal
59143073,59147326,2131,2021/6/1,743974.4,11.6,Single Family Residence,1905,2,4,3920.0,sqft,Forced Air,Central Air,unknown,875000.0,2131,2021/6/1,686480.3333,12.5,Single Family Residence,1925,2,3,6534.0,sqft,"Forced Air, Natural Gas, Ductless","Ductless, Central Air",unknown,714000.0,2,1.0,False,18.4,hard,1,0,-20,-2614.0,p1_slight,p2_newer,hard_p1_slight
59143073,59147571,2131,2021/6/1,743974.4,11.6,Single Family Residence,1905,2,4,3920.0,sqft,Forced Air,Central Air,unknown,875000.0,2131,2021/6/1,672486.75,11.58333333,Single Family Residence,1935,2,3,3920.0,sqft,"Baseboard, Natural Gas",Window Unit(s),unknown,635000.0,2,1.0,False,27.42857142857143,medium,1,0,-30,0.0,p1_slight,p2_newer,medium_p1_slight
59143089,123851010,2131,2021/6/1,941210.9,20.0,Single Family Residence,1915,3,4,3484.0,sqft,"Forced Air, ENERGY STAR Qualified Equipment, Natural Gas","Dual, Central Air, ENERGY STAR Qualified Equipment",unknown,1050000.0,2131,2021/6/1,861046.1,15.4,Single Family Residence,2015,3,3,5662.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,850000.0,2,1.0,False,19.047619047619047,hard,1,0,-100,-2178.0,p1_slight,p2_newer,hard_p1_slight
59144385,59144413,2131,2021/8/1,886462.0,17.0,Single Family Residence,2007,4,3,4356.0,sqft,Forced Air,Central Air,unknown,1050000.0,2131,2021/8/1,876683.3333,13.33333333,Single Family Residence,1899,2,3,6534.0,sqft,"Radiant, Hot Water, Baseboard, Natural Gas",Window Unit(s),unknown,875000.0,2,1.0,False,16.666666666666664,hard,0,2,108,-2178.0,equal,p1_much,hard_equal
59143148,59143485,2131,2021/9/1,759591.5254,21.16949153,Single Family Residence,1900,2,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,875000.0,2131,2021/9/1,650903.3898,11.91525424,Single Family Residence,1960,2,3,3484.0,sqft,"Natural Gas, Baseboard",Window Unit(s),unknown,695000.0,2,1.0,False,20.57142857142857,hard,0,0,-60,1307.0,equal,p2_newer,hard_equal
59143682,59146588,2131,2021/9/1,567549.1525,13.05084746,Single Family Residence,1958,3,4,4356.0,sqft,Natural Gas,Wall Unit(s),unknown,570000.0,2131,2021/9/1,620403.3898,15.59322034,Single Family Residence,1950,2,4,3920.0,sqft,Baseboard,Central Air,unknown,700000.0,1,2.0,False,18.571428571428573,hard,0,1,8,436.0,equal,p1_slight,hard_equal
59145941,59146675,2131,2022/4/1,760514.2857,20.0,Single Family Residence,1890,2,3,7840.0,sqft,"Hot Water, Central, Ductless","Central Air, Ductless",unknown,1025000.0,2131,2022/4/1,713228.5714,23.78571429,Single Family Residence,1925,3,4,6534.0,sqft,Baseboard,Central Air,unknown,769900.0,2,1.0,False,24.88780487804878,hard,-1,-1,-35,1306.0,p2_more,p2_newer,hard_p2_more
59143548,59144586,2131,2022/5/1,654640.0,21.96,Single Family Residence,1890,1,3,4791.0,sqft,Forced Air,Window Unit(s),unknown,775000.0,2131,2022/5/1,535708.0,30.6,Single Family Residence,1920,2,4,6098.0,sqft,"Hot Water, Natural Gas",Ductless,unknown,630000.0,2,1.0,False,18.70967741935484,hard,-1,-1,-30,-1307.0,p2_more,p2_newer,hard_p2_more
59153597,59160174,2132,2019/11/1,571374.0769,15.69230769,Single Family Residence,1989,2,3,3484.0,sqft,"Forced Air, Oil",Central Air,unknown,600000.0,2132,2019/11/1,570524.9148,11.39204545,Single Family Residence,1960,2,3,6534.0,sqft,Baseboard,Ductless,unknown,475000.0,2,1.0,False,20.833333333333336,hard,0,0,29,-3050.0,equal,p1_much,hard_equal
59155573,59160174,2132,2019/11/1,624448.1429,15.71428571,Single Family Residence,1929,1,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,599900.0,2132,2019/11/1,570524.9148,11.39204545,Single Family Residence,1960,2,3,6534.0,sqft,Baseboard,Ductless,unknown,475000.0,2,1.0,False,20.82013668944824,hard,0,-1,-31,-1743.0,equal,p2_newer,hard_equal
59155573,59160410,2132,2019/11/1,624448.1429,15.71428571,Single Family Residence,1929,1,3,4791.0,sqft,"Hot Water, Electric Baseboard, Natural Gas",Window Unit(s),unknown,599900.0,2132,2019/11/1,556367.0,10.0,Single Family Residence,1950,2,3,4356.0,sqft,"Oil, Baseboard",Window Unit(s),unknown,499000.0,2,1.0,False,16.81946991165194,hard,0,-1,-21,435.0,equal,p2_newer,hard_equal
59142924,59155335,2132,2019/12/1,677942.0,13.0,Single Family Residence,1920,2,3,3484.0,sqft,"Oil, Steam",unknown,unknown,697000.0,2132,2019/12/1,644475.0909,14.09090909,Single Family Residence,1900,2,4,6098.0,sqft,Baseboard,unknown,unknown,580000.0,2,1.0,False,16.786226685796272,hard,-1,0,20,-2614.0,p2_more,p1_slight,hard_p2_more
59154136,59155799,2132,2019/12/1,670100.8421,12.52631579,Single Family Residence,1928,2,3,4791.0,sqft,"Hot Water, Natural Gas","Ductless, Central Air",unknown,740000.0,2132,2019/12/1,701660.3333,10.0,Single Family Residence,1940,2,3,5227.0,sqft,"Oil, Hot Water",Window Unit(s),unknown,612500.0,2,1.0,False,17.22972972972973,hard,0,0,-12,-436.0,equal,similar,hard_equal
59157757,59160087,2132,2019/12/1,544494.9091,11.54545455,Single Family Residence,1930,1,3,8276.0,sqft,Hot Water,unknown,unknown,540000.0,2132,2019/12/1,490525.6667,10.0,Single Family Residence,1935,2,3,3484.0,sqft,"Hot Water, Oil",unknown,unknown,395000.0,2,1.0,False,26.851851851851855,medium,0,-1,-5,4792.0,equal,similar,medium_equal
59154384,59155205,2132,2019/7/1,716875.2778,14.33333333,Single Family Residence,1925,3,4,8712.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,999000.0,2132,2019/7/1,732699.2308,13.46153846,Single Family Residence,1898,4,4,5227.0,sqft,Central,Central Air,unknown,605000.0,2,1.0,False,39.43943943943944,medium,0,-1,27,3485.0,equal,p1_much,medium_equal
59141636,59157055,2132,2020/1/1,501386.1852,19.0,Single Family Residence,1950,3,3,6534.0,sqft,"Oil, Baseboard",Ductless,unknown,479000.0,2132,2020/1/1,591178.3333,14.66666667,Single Family Residence,1915,1,2,5227.0,sqft,"Hot Water, Baseboard",Other,unknown,575000.0,1,2.0,False,16.695652173913047,hard,1,2,35,1307.0,p1_slight,p1_much,hard_p1_slight
59155827,59158265,2132,2020/1/1,781499.8889,17.11111111,Single Family Residence,1940,3,4,5227.0,sqft,"Steam, Natural Gas",Central Air,unknown,849000.0,2132,2020/1/1,694248.4167,13.66666667,Single Family Residence,1913,3,3,9583.0,sqft,Baseboard,Window Unit(s),unknown,675000.0,2,1.0,False,20.49469964664311,hard,1,0,27,-4356.0,p1_slight,p1_much,hard_p1_slight
59154404,59157758,2132,2020/11/1,782313.1429,12.28571429,Single Family Residence,1904,3,4,4791.0,sqft,"Central, Natural Gas",Window Unit(s),unknown,798000.0,2132,2020/11/1,709638.0,13.0,Single Family Residence,1931,2,3,5662.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,649900.0,2,1.0,False,18.55889724310777,hard,1,1,-27,-871.0,p1_slight,p2_newer,hard_p1_slight
59157346,59160811,2132,2020/11/1,906299.9231,14.61538462,Single Family Residence,1910,4,5,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,950000.0,2132,2020/11/1,793679.9091,12.45454545,Single Family Residence,2017,3,4,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,750000.0,2,1.0,False,21.052631578947366,hard,1,1,-107,0.0,p1_slight,p2_newer,hard_p1_slight
59159834,59160552,2132,2020/12/1,589008.1818,15.81818182,Single Family Residence,1920,3,3,4791.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,640000.0,2132,2020/12/1,523668.8,19.6,Single Family Residence,1963,2,3,3920.0,sqft,Forced Air,Central Air,unknown,505000.0,2,1.0,False,21.09375,hard,0,1,-43,871.0,equal,p2_newer,hard_equal
59158896,59159434,2132,2020/6/1,682224.9091,13.81818182,Single Family Residence,1961,3,3,5662.0,sqft,"Baseboard, Natural Gas",Window Unit(s),unknown,754000.0,2132,2020/6/1,602675.0,16.33333333,Single Family Residence,1900,2,3,4791.0,sqft,"Forced Air, Electric Baseboard",Central Air,unknown,625000.0,2,1.0,False,17.108753315649867,hard,0,1,61,871.0,equal,p1_much,hard_equal
59141617,59142384,2132,2020/7/1,790937.2222,13.33333333,Single Family Residence,1941,3,3,7405.0,sqft,"Hot Water, Baseboard, Natural Gas",Central Air,unknown,890000.0,2132,2020/7/1,694086.0,15.6,Single Family Residence,1940,2,4,6534.0,sqft,Baseboard,Window Unit(s),unknown,720000.0,2,1.0,False,19.101123595505616,hard,-1,1,1,871.0,p2_more,p1_slight,hard_p2_more
59141617,59142692,2132,2020/7/1,790937.2222,13.33333333,Single Family Residence,1941,3,3,7405.0,sqft,"Hot Water, Baseboard, Natural Gas",Central Air,unknown,890000.0,2132,2020/7/1,723563.6667,13.33333333,Single Family Residence,1929,2,4,6098.0,sqft,"Hot Water, Oil",Window Unit(s),unknown,660000.0,2,1.0,False,25.842696629213485,medium,-1,1,12,1307.0,p2_more,p1_slight,medium_p2_more
59154084,59160439,2132,2020/7/1,507559.6667,15.16666667,Single Family Residence,1945,4,4,5662.0,sqft,Forced Air,Central Air,unknown,500000.0,2132,2020/7/1,537455.2,14.0,Single Family Residence,1960,2,3,4356.0,sqft,Hot Water,Window Unit(s),unknown,600000.0,1,2.0,False,16.666666666666664,hard,1,2,-15,1306.0,p1_slight,similar,hard_p1_slight
59158830,59161475,2132,2020/9/1,611697.0,12.8,Single Family Residence,1953,2,3,7840.0,sqft,Baseboard,Central Air,unknown,658000.0,2132,2020/9/1,558180.5,15.5,Single Family Residence,1960,3,3,4356.0,sqft,Baseboard,Window Unit(s),unknown,542500.0,2,1.0,False,17.5531914893617,hard,0,-1,-7,3484.0,equal,similar,hard_equal
59158046,59160666,2132,2021/1/1,521579.0,12.0,Single Family Residence,1954,1,3,5662.0,sqft,Hot Water,unknown,unknown,535000.0,2132,2021/1/1,491554.2143,12.57142857,Single Family Residence,1960,2,3,3920.0,sqft,"Oil, Electric Baseboard",unknown,unknown,435000.0,2,1.0,False,18.69158878504673,hard,0,-1,-6,1742.0,equal,similar,hard_equal
59159412,59161329,2132,2021/2/1,546283.1429,12.78571429,Single Family Residence,1925,1,2,5662.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,551500.0,2132,2021/2/1,498853.0667,16.93333333,Single Family Residence,1896,2,3,4791.0,sqft,Forced Air,Window Unit(s),unknown,340000.0,2,1.0,False,38.34995466908431,medium,-1,-1,29,871.0,p2_more,p1_much,medium_p2_more
59155851,59162530,2132,2021/3/1,895353.5,27.5,Single Family Residence,1880,2,4,8276.0,sqft,"Natural Gas, Baseboard",unknown,unknown,1175000.0,2132,2021/3/1,809597.0,16.0,Single Family Residence,1904,2,3,5227.0,sqft,Natural Gas,unknown,unknown,799900.0,2,1.0,False,31.92340425531915,medium,1,0,-24,3049.0,p1_slight,p2_newer,medium_p1_slight
59141607,59142474,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,868140.1429,10.28571429,Single Family Residence,1968,2,4,6534.0,sqft,"Baseboard, Natural Gas",Window Unit(s),unknown,900000.0,2,1.0,False,18.181818181818183,hard,-1,1,-40,1742.0,p2_more,p2_newer,hard_p2_more
59141607,59156307,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,857550.0,15.0,Single Family Residence,1931,2,4,4791.0,sqft,"Central, Natural Gas",Central Air,unknown,890000.0,2,1.0,False,19.090909090909093,hard,-1,1,-3,3485.0,p2_more,similar,hard_p2_more
59141607,59157549,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,800198.4444,15.55555556,Single Family Residence,1935,2,3,9147.0,sqft,"Hot Water, Heat Pump","3 or More, Whole House Fan, Heat Pump",unknown,820000.0,2,1.0,False,25.454545454545453,medium,0,1,-7,-871.0,equal,similar,medium_equal
59141607,59158636,2132,2021/6/1,916028.0714,14.71428571,Single Family Residence,1928,3,3,8276.0,sqft,"Forced Air, Natural Gas, Hydro Air",Central Air,unknown,1100000.0,2132,2021/6/1,979660.4,23.8,Single Family Residence,2003,3,5,8712.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,875000.0,2,1.0,False,20.454545454545457,hard,-2,0,-75,-436.0,p2_more,p2_newer,hard_p2_more
59141629,59160622,2132,2021/6/1,741379.16,12.68,Single Family Residence,1958,2,3,8276.0,sqft,Forced Air,Central Air,unknown,825000.0,2132,2021/6/1,652638.6364,13.27272727,Single Family Residence,1950,3,4,6534.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,600000.0,2,1.0,False,27.27272727272727,medium,-1,-1,8,1742.0,p2_more,p1_slight,medium_p2_more
59154219,59160622,2132,2021/6/1,773033.3636,20.0,Single Family Residence,1940,1,3,5662.0,sqft,"Hot Water, Radiant, Hydronic Floor Heat(Radiant), Natural Gas",Central Air,unknown,890000.0,2132,2021/6/1,652638.6364,13.27272727,Single Family Residence,1950,3,4,6534.0,sqft,"Hot Water, Natural Gas",Window Unit(s),unknown,600000.0,2,1.0,False,32.58426966292135,medium,-1,-2,-10,-872.0,p2_more,similar,medium_p2_more
59157878,59158157,2132,2021/6/1,969425.5455,21.0,Single Family Residence,1900,2,5,6534.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1150000.0,2132,2021/6/1,906905.2727,27.0,Single Family Residence,1880,2,4,10018.0,sqft,"Oil, Hot Water",Window Unit(s),unknown,930000.0,2,1.0,False,19.130434782608695,hard,1,0,20,-3484.0,p1_slight,p1_slight,hard_p1_slight
59158157,59158303,2132,2021/6/1,906905.2727,27.0,Single Family Residence,1880,2,4,10018.0,sqft,"Oil, Hot Water",Window Unit(s),unknown,930000.0,2132,2021/6/1,757716.0,11.2,Single Family Residence,1964,2,3,5227.0,sqft,"Baseboard, Ductless",Ductless,unknown,770000.0,2,1.0,False,17.20430107526882,hard,1,0,-84,4791.0,p1_slight,p2_newer,hard_p1_slight
59141929,59160533,2132,2021/7/1,616744.0909,11.81818182,Single Family Residence,1938,2,3,4356.0,sqft,"Hot Water, Electric Baseboard, Baseboard",Window Unit(s),unknown,715000.0,2132,2021/7/1,574741.92,16.72,Single Family Residence,1914,2,3,9583.0,sqft,"Electric Baseboard, Hot Water, Natural Gas",Window Unit(s),unknown,590000.0,2,1.0,False,17.482517482517483,hard,0,0,24,-5227.0,equal,p1_much,hard_equal
59156757,59157400,2132,2021/7/1,919075.2727,11.09090909,Single Family Residence,1945,2,4,7840.0,sqft,Natural Gas,Central Air,unknown,817500.0,2132,2021/7/1,879782.3,18.95,Single Family Residence,1930,2,4,4356.0,sqft,"Ductless, Hot Water, Baseboard","Ductless, Central Air",unknown,1080000.0,1,2.0,False,24.305555555555554,hard,0,0,15,3484.0,equal,p1_slight,hard_equal
59156757,59162165,2132,2021/7/1,919075.2727,11.09090909,Single Family Residence,1945,2,4,7840.0,sqft,Natural Gas,Central Air,unknown,817500.0,2132,2021/7/1,945952.52,12.56,Single Family Residence,1925,3,4,7840.0,sqft,"Hot Water, Baseboard",Window Unit(s),unknown,1150000.0,1,2.0,False,28.913043478260867,medium,0,-1,20,0.0,equal,p1_slight,medium_equal
