target,feature,layer,mean_norm
single_logit,bedrooms,10,0.11795454127248377
single_logit,year_built,10,0.2799960944354534
single_logit,property_type,10,0.26184193772077563
single_logit,__total__,10,0.08144073299318552
single_logit,lot,11,0.21268857429921628
single_logit,bathrooms,11,0.07162504914629972
single_logit,bedrooms,11,0.05451367726409808
single_logit,year_built,11,0.34334445279836656
single_logit,property_type,11,0.3178282466083765
single_logit,__total__,11,0.08246984457969665
single_logit,lot,12,0.17594966904819012
single_logit,bathrooms,12,0.046685523958411065
single_logit,bedrooms,12,0.05091386488266289
single_logit,year_built,12,0.3760551154315472
single_logit,property_type,12,0.35039582586288454
single_logit,__total__,12,0.06921331968903542
single_logit,lot,13,0.1574029599428177
single_logit,bathrooms,13,0.11756861321348697
single_logit,bedrooms,13,0.048147947705350816
single_logit,year_built,13,0.2732723896354437
single_logit,property_type,13,0.403608089953661
single_logit,__total__,13,0.06311028205603361
single_logit,lot,14,0.15094385581463576
single_logit,bathrooms,14,0.09734153589047491
single_logit,bedrooms,14,0.043911508281715216
single_logit,year_built,14,0.3163929573148489
single_logit,property_type,14,0.39141014268994334
single_logit,__total__,14,0.06235390838235617
single_logit,lot,15,0.15192745458334683
single_logit,bathrooms,15,0.20533100241236388
single_logit,bedrooms,15,0.04547740435460582
single_logit,year_built,15,0.20544303554296495
single_logit,property_type,15,0.3918211039304733
single_logit,__total__,15,0.05041130622476339
single_logit,lot,16,0.16135032580047845
single_logit,bathrooms,16,0.2826271865516901
single_logit,bedrooms,16,0.1024513330552727
single_logit,year_built,16,0.14894986030831933
single_logit,property_type,16,0.3046212922930717
single_logit,__total__,16,0.05420594975352287
single_logit,lot,17,0.1628359654173255
single_logit,bathrooms,17,0.26773483285307886
single_logit,bedrooms,17,0.08877334310486913
single_logit,year_built,17,0.18113260421529412
single_logit,property_type,17,0.29952325278520586
single_logit,__total__,17,0.053147446595132354
single_logit,lot,18,0.16989098723977805
single_logit,bathrooms,18,0.29440007524192335
single_logit,bedrooms,18,0.10970418382808567
single_logit,year_built,18,0.167081660322845
single_logit,property_type,18,0.25892309375107286
single_logit,__total__,18,0.052429343216121194
single_logit,lot,19,0.16821977181732656
single_logit,bathrooms,19,0.3327935821861029
single_logit,bedrooms,19,0.13908984987437725
single_logit,year_built,19,0.12502371173352003
single_logit,property_type,19,0.23487308585643768
single_logit,__total__,19,0.05888301540911198
single_logit,lot,20,0.1628939464762807
single_logit,bathrooms,20,0.33063592395186425
single_logit,bedrooms,20,0.15312474505603313
single_logit,year_built,20,0.1286380459740758
single_logit,property_type,20,0.2247073391377926
single_logit,__total__,20,0.059514513924717904
single_logit,lot,21,0.15819794996082784
single_logit,bathrooms,21,0.32431371630728245
single_logit,bedrooms,21,0.143277466006577
single_logit,year_built,21,0.12693709269911052
single_logit,property_type,21,0.24727377404272557
single_logit,__total__,21,0.05782411701232195
single_logit,lot,22,0.159750013127923
single_logit,bathrooms,22,0.3243843443989754
single_logit,bedrooms,22,0.13375219610333441
single_logit,year_built,22,0.12338827369362115
single_logit,property_type,22,0.2587251746803522
single_logit,__total__,22,0.0628146701157093
single_logit,lot,23,0.1480782821699977
single_logit,bathrooms,23,0.31718782728910444
single_logit,bedrooms,23,0.13845512606203556
single_logit,year_built,23,0.12050809556990862
single_logit,property_type,23,0.2757706736177206
single_logit,__total__,23,0.06580502681434154
single_logit,lot,24,0.1500861758887768
single_logit,bathrooms,24,0.32196698255836964
single_logit,bedrooms,24,0.1329638098180294
single_logit,year_built,24,0.11287261333316564
single_logit,property_type,24,0.28211041815578936
single_logit,__total__,24,0.06940213584899903
single_logit,lot,25,0.10614074654877186
single_logit,bathrooms,25,0.26450700134038924
single_logit,bedrooms,25,0.10801810564473271
single_logit,year_built,25,0.08377621924132109
single_logit,property_type,25,0.43755792896449563
single_logit,__total__,25,0.062132109753787516
single_logit,lot,26,0.18052120520174503
single_logit,bathrooms,26,0.3778999443948269
single_logit,bedrooms,26,0.2111124656945467
single_logit,year_built,26,0.1304851971566677
single_logit,property_type,26,0.09998118536919355
single_logit,__total__,26,0.02271479519456625
single_logit,lot,27,0.0
single_logit,bathrooms,27,0.0
single_logit,bedrooms,27,0.0
single_logit,year_built,27,0.0
single_logit,property_type,27,0.0
single_logit,__total__,27,0.0
logit_diff,lot,0,0.179852168276906
logit_diff,bathrooms,0,0.18455232755467296
logit_diff,bedrooms,0,0.14901252290979028
logit_diff,year_built,0,0.15811247731000186
logit_diff,property_type,0,0.3284705044031143
logit_diff,__total__,0,0.06713717361539602
logit_diff,lot,1,0.17827806851267813
logit_diff,bathrooms,1,0.19493761596083642
logit_diff,bedrooms,1,0.15520491544157267
logit_diff,year_built,1,0.15981211231648923
logit_diff,property_type,1,0.3117672872543335
logit_diff,__total__,1,0.06942784735560417
logit_diff,lot,2,0.17739714592695235
logit_diff,bathrooms,2,0.18677190176397562
logit_diff,bedrooms,2,0.15336595770344139
logit_diff,year_built,2,0.15886766569316388
logit_diff,property_type,2,0.3235973309278488
logit_diff,__total__,2,0.07926300662755967
logit_diff,lot,3,0.157528442338109
logit_diff,bathrooms,3,0.18868512125313283
logit_diff,bedrooms,3,0.1598869244605303
logit_diff,year_built,3,0.16379813585430383
logit_diff,property_type,3,0.33010137751698493
logit_diff,__total__,3,0.08424872852861881
logit_diff,lot,4,0.1579573782980442
logit_diff,bathrooms,4,0.18506085266545416
logit_diff,bedrooms,4,0.14387256186734884
logit_diff,year_built,4,0.16165539979934693
logit_diff,property_type,4,0.3514538072347641
logit_diff,__total__,4,0.09278277479112149
logit_diff,lot,5,0.15234720081090927
logit_diff,bathrooms,5,0.1898469720929861
logit_diff,bedrooms,5,0.1394535696171224
logit_diff,year_built,5,0.15149563686549664
logit_diff,property_type,5,0.3668566224724054
logit_diff,__total__,5,0.09924700956046581
logit_diff,lot,6,0.14570866344869138
logit_diff,bathrooms,6,0.18496215352416037
logit_diff,bedrooms,6,0.15565168016031383
logit_diff,year_built,6,0.14902803524583577
logit_diff,property_type,6,0.36464946694672107
logit_diff,__total__,6,0.10498079773783683
logit_diff,lot,7,0.1306550795212388
logit_diff,bathrooms,7,0.19929927395284175
logit_diff,bedrooms,7,0.1670165767520666
logit_diff,year_built,7,0.16035100673511624
logit_diff,property_type,7,0.34267806027829645
logit_diff,__total__,7,0.09832348938286305
logit_diff,lot,8,0.11197527630627155
logit_diff,bathrooms,8,0.20967683467268944
logit_diff,bedrooms,8,0.16341642957180738
logit_diff,year_built,8,0.14853058011457324
logit_diff,property_type,8,0.36640087953209877
logit_diff,__total__,8,0.0881954737752676
logit_diff,lot,9,0.09449071853235363
logit_diff,bathrooms,9,0.188576874114573
logit_diff,bedrooms,9,0.1545959523320198
logit_diff,year_built,9,0.18215782199054956
logit_diff,property_type,9,0.38017863120138645
logit_diff,__total__,9,0.0791800565496087
logit_diff,lot,10,0.09038048512116074
logit_diff,bathrooms,10,0.17614057928323745
logit_diff,bedrooms,10,0.17455634984374047
logit_diff,year_built,10,0.18050001235306262
logit_diff,property_type,10,0.3784225747138262
logit_diff,__total__,10,0.07394178047031164
logit_diff,lot,11,0.08777921815589071
logit_diff,bathrooms,11,0.0955145651884377
logit_diff,bedrooms,11,0.1203167384415865
logit_diff,year_built,11,0.1912949864678085
logit_diff,property_type,11,0.5050944913923741
logit_diff,__total__,11,0.07238975361734629
logit_diff,lot,12,0.08886100266873836
logit_diff,bathrooms,12,0.07126541222585366
logit_diff,bedrooms,12,0.09473788741230965
logit_diff,year_built,12,0.1387380427606404
logit_diff,property_type,12,0.606397654145956
logit_diff,__total__,12,0.06619648075848818
logit_diff,lot,13,0.07953388359025121
logit_diff,bathrooms,13,0.07843367640301585
logit_diff,bedrooms,13,0.07626692127250136
logit_diff,year_built,13,0.11139885664917529
logit_diff,property_type,13,0.6543666614592075
logit_diff,__total__,13,0.06671297900378705
logit_diff,lot,14,0.09178692867606879
logit_diff,bathrooms,14,0.08166660466161557
logit_diff,bedrooms,14,0.04061828746600077
logit_diff,year_built,14,0.08354923416301609
logit_diff,property_type,14,0.7023789429068565
logit_diff,__total__,14,0.06467945066839456
logit_diff,lot,15,0.10159389917179942
logit_diff,bathrooms,15,0.13773694406775758
logit_diff,bedrooms,15,0.039584159692632966
logit_diff,year_built,15,0.07285280797816814
logit_diff,property_type,15,0.6482321911156178
logit_diff,__total__,15,0.0631289550215006
logit_diff,lot,16,0.09687945477291941
logit_diff,bathrooms,16,0.18264315694291144
logit_diff,bedrooms,16,0.04971254209172912
logit_diff,year_built,16,0.07595570054650307
logit_diff,property_type,16,0.5948091428726912
logit_diff,__total__,16,0.06474038828164339
logit_diff,lot,17,0.08727185197547078
logit_diff,bathrooms,17,0.22841239150683396
logit_diff,bedrooms,17,0.05516688406048342
logit_diff,year_built,17,0.07855182012729346
logit_diff,property_type,17,0.5505970548838377
logit_diff,__total__,17,0.0630508119687438
logit_diff,lot,18,0.07915202833339571
logit_diff,bathrooms,18,0.2636457214411348
logit_diff,bedrooms,18,0.07261413037660532
logit_diff,year_built,18,0.07145849635172635
logit_diff,property_type,18,0.5131296214908362
logit_diff,__total__,18,0.05740088507533073
logit_diff,lot,19,0.06629127592779696
logit_diff,bathrooms,19,0.29760623681824655
logit_diff,bedrooms,19,0.06921916381595657
logit_diff,year_built,19,0.06408801062405109
logit_diff,property_type,19,0.5027953119277954
logit_diff,__total__,19,0.06064253336191178
logit_diff,lot,20,0.07230328386835753
logit_diff,bathrooms,20,0.2590801292359829
logit_diff,bedrooms,20,0.08463082414737437
logit_diff,year_built,20,0.05379174007941037
logit_diff,property_type,20,0.5301940225213766
logit_diff,__total__,20,0.056851173974573614
logit_diff,lot,21,0.06737096499092877
logit_diff,bathrooms,21,0.26229925587773323
logit_diff,bedrooms,21,0.08367146407341351
logit_diff,year_built,21,0.04715363420546055
logit_diff,property_type,21,0.5395046789050102
logit_diff,__total__,21,0.05721604043245315
logit_diff,lot,22,0.061571761758998034
logit_diff,bathrooms,22,0.2813907972089946
logit_diff,bedrooms,22,0.09184229232370854
logit_diff,year_built,22,0.042218588431365785
logit_diff,property_type,22,0.5229765606969595
logit_diff,__total__,22,0.06272779362648725
logit_diff,lot,23,0.05370969442091882
logit_diff,bathrooms,23,0.23523063753917814
logit_diff,bedrooms,23,0.08828192408243195
logit_diff,year_built,23,0.033551620442420244
logit_diff,property_type,23,0.5892261227220297
logit_diff,__total__,23,0.06723756042122842
logit_diff,lot,24,0.04489583844132721
logit_diff,bathrooms,24,0.2286408618465066
logit_diff,bedrooms,24,0.10141855306550861
logit_diff,year_built,24,0.034153461694717405
logit_diff,property_type,24,0.5908912838846445
logit_diff,__total__,24,0.0691448789909482
logit_diff,lot,25,0.03378301641345024
logit_diff,bathrooms,25,0.15778915007039904
logit_diff,bedrooms,25,0.07120322347991169
logit_diff,year_built,25,0.03022034693788737
logit_diff,property_type,25,0.7070042659938336
logit_diff,__total__,25,0.08080994895845652
logit_diff,lot,26,0.2912100479602814
logit_diff,bathrooms,26,0.22137197593040764
logit_diff,bedrooms,26,0.11930973828397691
logit_diff,year_built,26,0.24024737966060639
logit_diff,property_type,26,0.12786085908859968
logit_diff,__total__,26,0.0058229402564466
logit_diff,lot,27,0.0
logit_diff,bathrooms,27,0.0
logit_diff,bedrooms,27,0.0
logit_diff,year_built,27,0.0
logit_diff,property_type,27,0.0
logit_diff,__total__,27,0.0
